host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,instant_bookable,reviews_per_month,amenities_number,predicted_price,listing_id,host_listings_count,host_total_listings_count,review_scores_rating,review_scores_value,review_scores_accuracy,review_scores_checkin,calculated_host_listings_count
f,t,t,Westerpark,52.39141,4.87371,Entire home/apt,2,1.0,1.0,140.0,3,3,t,0.58,15,124.36628024688935,8289808,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,f,De Baarsjes - Oud-West,52.35937,4.854430000000001,Entire home/apt,3,1.0,2.0,95.0,1,1,f,0.04,15,141.9266834304658,8299748,1.0,1.0,100.0,10.0,9.0,9.0,1
f,t,f,Bos en Lommer,52.38242,4.85096,Entire home/apt,2,1.0,1.0,114.0,2,2,f,0.09,29,124.07565175204013,8300750,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36526,4.864,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.1,8,119.95969928760087,8303293,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,Westerpark,52.39049,4.88464,Entire home/apt,4,2.0,2.0,249.0,1,1,f,0.6,22,177.8841212190132,8315524,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.35304,4.90339,Entire home/apt,2,1.0,1.0,121.0,5,5,f,0.68,26,142.12033708942022,8316193,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,Zuid,52.35362,4.85003,Entire home/apt,4,2.0,4.0,200.0,2,2,f,0.06,9,168.12666654184272,8316241,1.0,1.0,95.0,10.0,10.0,10.0,1
f,t,f,Bos en Lommer,52.372479999999996,4.84703,Entire home/apt,4,3.0,3.0,120.0,2,2,f,0.34,37,191.09700716261068,8318040,1.0,1.0,95.0,9.0,10.0,10.0,1
f,t,f,Noord-West,52.4148,4.89145,Private room,2,1.0,2.0,90.0,2,2,f,0.42,17,59.12292560325477,8320288,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,f,Oostelijk Havengebied - Indische Buurt,52.363859999999995,4.94145,Entire home/apt,4,1.0,2.0,116.0,2,2,f,0.61,10,134.7338866978098,8321319,0.0,0.0,86.0,8.0,9.0,10.0,1
f,t,t,Westerpark,52.38351,4.8721,Entire home/apt,2,1.0,1.0,135.0,1,1,f,0.4,10,122.22548014832591,8323962,1.0,1.0,85.0,8.0,9.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.3473,4.91186,Entire home/apt,4,3.0,3.0,190.0,4,4,t,0.1,18,195.69927782987315,8324469,1.0,1.0,93.0,6.0,9.0,8.0,1
f,t,t,De Pijp - Rivierenbuurt,52.357820000000004,4.88969,Private room,2,1.0,1.0,190.0,1,1,f,0.33,10,88.73669974683753,8329653,1.0,1.0,,,,,1
f,t,t,De Baarsjes - Oud-West,52.36149,4.85954,Entire home/apt,2,1.0,1.0,110.0,2,2,f,0.21,11,122.42681503041399,8330263,1.0,1.0,98.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.362829999999995,4.86726,Entire home/apt,4,3.0,5.0,261.0,2,2,t,0.48,13,180.41727360834898,8331085,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,f,Westerpark,52.3912,4.87616,Entire home/apt,2,1.0,2.0,140.0,3,3,f,0.13,13,126.28709932793504,8333438,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.361670000000004,4.86414,Entire home/apt,2,1.0,1.0,85.0,2,2,t,0.1,11,121.37692965744168,8334881,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36555,4.86736,Private room,2,1.0,1.0,65.0,1,1,f,0.13,20,93.69385861073465,8338383,1.0,1.0,95.0,9.0,9.0,10.0,1
t,t,f,Centrum-Oost,52.36193,4.89352,Private room,2,1.0,1.0,105.0,2,2,f,1.44,20,108.24122492024912,8348686,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,f,Centrum-West,52.37363,4.88099,Entire home/apt,2,1.0,1.0,134.0,2,2,f,0.7,26,154.70140403463097,8351693,1.0,1.0,90.0,9.0,9.0,9.0,1
f,t,t,Centrum-Oost,52.36977,4.91711,Entire home/apt,3,2.0,2.0,300.0,10,10,f,0.62,31,186.63071334631059,8356726,28.0,28.0,96.0,9.0,10.0,10.0,6
f,t,f,De Baarsjes - Oud-West,52.35995,4.85525,Entire home/apt,3,1.0,1.0,140.0,5,5,f,0.1,16,143.22319490193968,8358746,2.0,2.0,96.0,9.0,9.0,10.0,1
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36505,4.932930000000001,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.39,25,121.25032983459823,8359684,1.0,1.0,98.0,10.0,10.0,10.0,1
f,t,t,Westerpark,52.37251,4.86998,Entire home/apt,5,2.0,3.0,179.0,3,3,f,0.08,12,184.66697932233797,8361053,1.0,1.0,95.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35185,4.90465,Private room,2,1.0,1.0,110.0,2,2,f,0.11,15,95.20854274713656,8361667,2.0,2.0,80.0,8.0,8.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36847,4.86745,Entire home/apt,2,1.0,1.0,169.0,2,2,f,0.2,10,121.45116196488038,8362022,1.0,1.0,96.0,10.0,10.0,10.0,1
f,t,f,De Aker - Nieuw Sloten,52.337709999999994,4.79554,Entire home/apt,4,2.0,2.0,98.0,6,6,f,0.33,13,143.44862518482773,8362554,1.0,1.0,,,,,1
f,t,f,Bos en Lommer,52.37495,4.86072,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.16,9,104.8261363907211,8363066,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,t,Bos en Lommer,52.37867,4.862080000000001,Entire home/apt,2,1.0,1.0,87.0,2,2,f,0.2,28,122.23218681287403,8363205,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,f,De Baarsjes - Oud-West,52.37307,4.852519999999999,Entire home/apt,2,1.0,1.0,149.0,2,2,f,0.17,11,122.80504070270649,8363803,1.0,1.0,98.0,10.0,10.0,10.0,1
f,t,f,De Baarsjes - Oud-West,52.37383,4.85765,Entire home/apt,2,1.0,1.0,109.0,3,3,f,0.2,21,132.52725113964198,8363948,2.0,2.0,97.0,10.0,10.0,10.0,2
f,t,f,Oud-Oost,52.35881,4.92293,Private room,2,1.0,2.0,65.0,1,1,f,0.33,6,76.26532735468822,8368239,1.0,1.0,,,,,1
f,t,t,De Pijp - Rivierenbuurt,52.35282,4.90129,Private room,2,1.0,1.0,62.0,2,2,f,1.78,4,77.08536654058616,8368805,1.0,1.0,83.0,8.0,9.0,9.0,1
f,t,t,De Baarsjes - Oud-West,52.36946,4.858969999999999,Entire home/apt,2,1.0,1.0,139.0,2,2,f,0.57,14,123.46498275133604,8375536,1.0,1.0,100.0,10.0,10.0,10.0,1
t,t,f,Westerpark,52.38521,4.87726,Entire home/apt,2,1.0,2.0,201.0,1,1,f,0.88,35,148.0167434547202,8377415,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,t,Bos en Lommer,52.38009,4.85686,Entire home/apt,4,2.0,2.0,150.0,4,4,f,0.21,17,155.93895320456045,8378590,1.0,1.0,91.0,9.0,10.0,10.0,1
f,t,f,Slotervaart,52.35627,4.82872,Private room,3,1.0,2.0,250.0,1,1,f,0.33,7,72.56827900107646,8379807,1.0,1.0,,,,,1
f,t,t,Centrum-West,52.37863,4.89153,Entire home/apt,4,3.0,4.0,139.0,7,7,f,1.21,29,213.9221334156964,8380662,3.0,3.0,92.0,9.0,9.0,9.0,2
f,t,f,De Baarsjes - Oud-West,52.37162,4.859719999999999,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.02,24,136.40290201201992,8381720,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.34413,4.89694,Entire home/apt,4,2.0,4.0,118.0,1,1,f,0.33,11,172.64854051370753,8382100,1.0,1.0,,,,,1
f,t,f,Westerpark,52.38994,4.89,Entire home/apt,6,3.0,3.0,99.0,2,2,f,0.25,14,217.33622947571553,8382524,1.0,1.0,95.0,9.0,9.0,10.0,1
f,t,f,Centrum-West,52.37404,4.89961,Entire home/apt,4,1.0,2.0,240.0,2,2,f,0.53,10,169.10961914939753,8382934,3.0,3.0,89.0,9.0,9.0,9.0,3
t,t,t,Centrum-West,52.37461,4.8799,Private room,1,1.0,1.0,56.0,3,3,f,3.25,31,98.10657923073177,8384069,1.0,1.0,98.0,10.0,10.0,10.0,1
f,t,f,Noord-West,52.40088,4.92071,Entire home/apt,4,3.0,3.0,100.0,4,4,t,0.11,35,176.3602863330475,8385328,1.0,1.0,97.0,9.0,10.0,10.0,1
t,t,t,Centrum-West,52.36782,4.89038,Private room,2,1.0,2.0,58.0,1,1,f,3.45,34,114.81840324703376,8387594,3.0,3.0,98.0,10.0,10.0,10.0,3
t,t,t,De Pijp - Rivierenbuurt,52.352309999999996,4.897419999999999,Entire home/apt,8,5.0,5.0,214.0,3,3,f,0.87,38,304.75912175447934,8395119,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,Zuid,52.34805,4.87626,Entire home/apt,4,2.0,4.0,171.0,1,1,f,1.0,13,168.9326410410447,8397086,4.0,4.0,92.0,9.0,9.0,10.0,4
f,t,f,Oostelijk Havengebied - Indische Buurt,52.37451,4.94264,Entire home/apt,4,2.0,2.0,299.0,2,2,t,0.41,18,157.34541199522687,8398522,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,f,Bos en Lommer,52.37377,4.84884,Entire home/apt,2,1.0,1.0,160.0,3,3,f,1.09,24,115.10380814157452,8403110,1.0,1.0,99.0,10.0,10.0,10.0,1
t,t,t,Westerpark,52.37535,4.87066,Entire home/apt,4,3.0,3.0,220.0,10,10,f,0.32,17,192.7296035737395,8404524,20.0,20.0,98.0,9.0,10.0,10.0,13
f,t,f,De Pijp - Rivierenbuurt,52.352140000000006,4.8919999999999995,Entire home/apt,5,3.0,3.0,250.0,3,3,f,0.43,20,211.8504471645731,8405839,1.0,1.0,98.0,10.0,9.0,10.0,1
f,t,f,Watergraafsmeer,52.35218,4.93657,Entire home/apt,4,2.0,3.0,60.0,2,2,f,0.33,8,147.63410369706594,8406764,1.0,1.0,,,,,1
f,t,t,Centrum-West,52.380359999999996,4.881869999999999,Entire home/apt,2,1.0,1.0,115.0,6,6,f,0.41,17,146.00549619057392,8413298,1.0,1.0,92.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.34498,4.88809,Private room,1,1.0,1.0,39.0,1,1,f,0.02,9,74.84356780877965,8413831,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Centrum-West,52.371,4.8975800000000005,Entire home/apt,2,1.0,1.0,37.0,2,2,f,0.44,4,134.94294400151716,8413979,1.0,1.0,93.0,9.0,10.0,10.0,1
f,t,f,Oostelijk Havengebied - Indische Buurt,52.3635,4.9438,Entire home/apt,2,1.0,1.0,102.0,2,2,f,0.33,5,102.39031064841265,8415776,1.0,1.0,,,,,1
f,t,f,Westerpark,52.39111,4.87059,Entire home/apt,2,1.0,1.0,164.0,3,3,f,0.1,20,133.75856567668984,8416865,3.0,3.0,96.0,10.0,10.0,10.0,3
f,t,t,De Baarsjes - Oud-West,52.36015,4.85546,Entire home/apt,4,3.0,4.0,124.0,2,2,f,0.1,14,185.13000025872566,8417290,1.0,1.0,88.0,9.0,10.0,10.0,1
f,t,t,Centrum-West,52.38541,4.8878699999999995,Entire home/apt,4,1.0,2.0,185.0,3,3,f,0.56,36,192.6963313799929,8421659,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.364290000000004,4.85872,Entire home/apt,2,1.0,1.0,145.0,4,4,f,0.19,13,124.28993318125231,8421802,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,f,Zuid,52.35175,4.84794,Entire home/apt,5,3.0,5.0,130.0,5,5,f,0.33,13,201.67182768568296,8424150,1.0,1.0,,,,,1
f,t,t,De Baarsjes - Oud-West,52.36846,4.8732,Entire home/apt,2,1.0,1.0,192.0,1,1,f,1.13,26,133.20742591940484,8432105,2.0,2.0,96.0,9.0,10.0,10.0,1
f,t,f,Centrum-West,52.37454,4.87781,Private room,2,1.0,1.0,140.0,2,2,f,1.92,24,109.37197789326251,8434577,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,t,Centrum-Oost,52.3741,4.90252,Entire home/apt,2,1.0,1.0,218.0,4,4,f,0.89,37,160.84136588354545,8434745,1.0,1.0,94.0,9.0,10.0,10.0,1
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36436,4.93626,Entire home/apt,4,2.0,2.0,230.0,2,2,f,0.5,14,154.91402974554285,8436001,1.0,1.0,93.0,9.0,10.0,10.0,1
t,t,t,Bos en Lommer,52.383759999999995,4.85043,Entire home/apt,2,2.0,2.0,150.0,6,6,f,0.33,9,121.02951111994889,8440632,1.0,1.0,,,,,1
f,t,t,De Baarsjes - Oud-West,52.368829999999996,4.850140000000001,Entire home/apt,2,1.0,1.0,100.0,4,4,f,0.14,12,123.1103413808296,8450764,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Gaasperdam - Driemond,52.29951,4.98867,Private room,2,1.0,1.0,35.0,2,2,f,1.99,11,43.77613604098656,8453166,1.0,1.0,90.0,9.0,9.0,10.0,1
f,t,t,Westerpark,52.37331,4.87172,Entire home/apt,2,2.0,2.0,199.0,3,3,f,1.0,23,147.94212497893318,8455666,5.0,5.0,93.0,9.0,9.0,10.0,3
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36011,4.93962,Entire home/apt,2,1.0,1.0,110.0,3,3,f,0.12,8,106.21960732763591,8458099,1.0,1.0,93.0,9.0,10.0,10.0,1
t,t,f,Centrum-West,52.383,4.89375,Entire home/apt,2,1.0,1.0,120.0,3,3,f,0.21,10,144.41844877827475,8459173,6.0,6.0,97.0,9.0,10.0,10.0,2
f,t,f,De Pijp - Rivierenbuurt,52.347359999999995,4.9008,Entire home/apt,2,1.0,1.0,220.0,2,2,f,0.79,20,135.99884067020503,8467413,1.0,1.0,97.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36537,4.86404,Entire home/apt,2,1.0,1.0,110.0,2,2,f,0.55,26,135.56334571888897,8475898,1.0,1.0,89.0,8.0,9.0,9.0,1
f,t,t,De Baarsjes - Oud-West,52.36847,4.8745199999999995,Entire home/apt,2,1.0,1.0,165.0,6,6,f,0.58,9,118.93978241652258,8476036,1.0,1.0,97.0,9.0,10.0,10.0,1
f,f,f,Bos en Lommer,52.38046,4.85325,Entire home/apt,2,1.0,2.0,80.0,2,2,f,0.03,13,98.87350167833756,8479567,1.0,1.0,90.0,10.0,10.0,10.0,1
f,t,t,Oud-Oost,52.3584,4.92877,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.18,14,122.62674131747167,8480664,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,f,Zuid,52.34557,4.86369,Entire home/apt,2,1.0,1.0,171.0,2,2,f,0.02,8,125.48449542259868,8482209,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,Zuid,52.34621,4.860469999999999,Entire home/apt,2,1.0,2.0,268.0,2,2,f,0.75,19,131.4073444467797,8484166,1.0,1.0,99.0,10.0,10.0,10.0,1
t,t,t,Centrum-West,52.376059999999995,4.89351,Private room,2,1.0,1.0,134.0,2,2,f,1.12,15,106.82215272989333,8490817,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,t,Oud-Oost,52.35709,4.91319,Entire home/apt,4,2.0,2.0,110.0,4,4,f,0.03,10,163.68920556890635,8491307,1.0,1.0,90.0,8.0,9.0,9.0,1
f,t,f,Centrum-West,52.37338,4.87602,Entire home/apt,2,1.0,1.0,125.0,5,5,f,0.11,13,144.38368102591699,8493433,1.0,1.0,91.0,9.0,9.0,10.0,1
f,t,f,Centrum-Oost,52.364020000000004,4.89042,Entire home/apt,2,1.0,1.0,98.0,3,3,f,0.03,13,142.08037203945378,8493516,1.0,1.0,100.0,10.0,10.0,9.0,1
f,t,t,Buitenveldert - Zuidas,52.34255,4.86754,Entire home/apt,2,1.0,1.0,150.0,5,5,f,0.1,15,109.26720098312558,8493548,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,Oostelijk Havengebied - Indische Buurt,52.3597,4.94051,Private room,2,1.0,1.0,50.0,1,1,f,0.33,7,65.61265552982809,8494215,2.0,2.0,,,,,2
f,t,t,Oostelijk Havengebied - Indische Buurt,52.37661,4.94448,Entire home/apt,2,1.0,1.0,20.0,7,7,f,0.03,8,105.17189242715654,8494318,1.0,1.0,90.0,8.0,9.0,9.0,1
f,t,t,De Baarsjes - Oud-West,52.36577,4.87731,Private room,1,1.0,1.0,56.0,1,1,f,0.33,6,64.72637607037927,8495988,1.0,1.0,,,,,1
f,t,f,De Baarsjes - Oud-West,52.36036,4.85583,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.1,8,120.76839877769999,8496081,1.0,1.0,96.0,9.0,9.0,9.0,1
f,t,f,Zuid,52.348209999999995,4.84698,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.03,12,128.76327711236104,8501567,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.3438,4.91137,Entire home/apt,2,1.0,2.0,120.0,2,2,f,0.46,26,142.20673210952123,8502593,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.35132,4.88733,Entire home/apt,4,1.0,3.0,155.0,2,2,f,0.33,8,153.84664667179527,8502797,1.0,1.0,,,,,1
f,t,t,De Pijp - Rivierenbuurt,52.344429999999996,4.91116,Entire home/apt,2,2.0,1.0,199.0,3,3,f,0.11,21,155.4318567586331,8510444,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.37214,4.86011,Entire home/apt,2,1.0,1.0,104.0,2,2,f,0.29,27,137.29457259687388,8513183,1.0,1.0,98.0,10.0,10.0,10.0,1
t,t,t,De Pijp - Rivierenbuurt,52.35221,4.90685,Private room,3,1.0,2.0,89.0,3,3,t,4.85,31,105.86164661862085,8513567,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,IJburg - Zeeburgereiland,52.35,5.002,Entire home/apt,4,2.0,4.0,170.0,5,5,f,0.38,21,160.077912746543,8515188,1.0,1.0,97.0,10.0,10.0,10.0,1
f,t,t,Zuid,52.35076,4.85458,Entire home/apt,2,1.0,1.0,125.0,3,3,f,0.22,25,139.8656078538463,8517502,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,f,Zuid,52.34633,4.84973,Entire home/apt,2,1.0,1.0,132.0,4,4,f,0.05,9,125.85734268440842,8519451,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,f,Oud-Oost,52.35391,4.9130400000000005,Entire home/apt,2,1.0,1.0,70.0,1,1,f,0.02,12,121.99047845250743,8525725,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.351079999999996,4.90719,Entire home/apt,3,2.0,1.0,91.0,4,4,f,0.05,8,157.3314830709628,8527440,1.0,1.0,80.0,7.0,9.0,9.0,1
f,t,t,De Baarsjes - Oud-West,52.3668,4.8670800000000005,Private room,2,1.0,1.0,70.0,3,3,f,1.66,9,76.21299700806344,8528103,2.0,2.0,96.0,9.0,10.0,10.0,2
f,t,t,Zuid,52.356559999999995,4.85291,Entire home/apt,4,2.0,3.0,300.0,2,2,f,0.73,29,185.36487520605397,8528299,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,Oud-Noord,52.396570000000004,4.90738,Entire home/apt,5,4.0,4.0,180.0,5,5,f,0.17,32,214.12666240711906,8535626,1.0,1.0,94.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35076,4.90714,Entire home/apt,2,1.0,2.0,99.0,2,2,t,0.24,34,148.92533232789356,8537748,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35177,4.89369,Entire home/apt,2,1.0,1.0,109.0,2,2,f,0.46,9,125.47316694543724,8543134,1.0,1.0,95.0,9.0,10.0,10.0,1
f,t,f,Watergraafsmeer,52.35207,4.9251,Entire home/apt,4,3.0,2.0,200.0,2,2,f,0.05,33,189.5533781303834,8544739,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Oostelijk Havengebied - Indische Buurt,52.358959999999996,4.93546,Entire home/apt,2,1.0,1.0,69.0,3,3,f,0.38,14,110.01607899486316,8544815,41.0,41.0,97.0,9.0,10.0,10.0,39
f,t,t,Bos en Lommer,52.37707,4.86049,Entire home/apt,2,1.0,1.0,38.0,4,4,f,0.02,6,101.52236164076157,8545420,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.358709999999995,4.88826,Private room,2,1.0,2.0,110.0,3,3,f,0.4,11,89.47523958546299,8547177,1.0,1.0,95.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.34688,4.88699,Entire home/apt,4,2.0,2.0,200.0,4,4,f,0.07,12,174.7792626171779,8549247,1.0,1.0,100.0,10.0,10.0,10.0,1
t,t,t,Centrum-West,52.37631,4.88822,Entire home/apt,2,1.0,1.0,250.0,3,3,f,0.68,19,150.4043904084192,8551521,3.0,3.0,99.0,9.0,10.0,10.0,3
t,t,t,De Baarsjes - Oud-West,52.362390000000005,4.8764,Entire home/apt,4,2.0,2.0,295.0,3,3,f,0.62,22,179.75159667419825,8551630,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,t,Westerpark,52.3748,4.8744,Entire home/apt,2,1.0,1.0,120.0,4,4,f,0.05,9,123.10824460020535,8551961,1.0,1.0,100.0,10.0,10.0,10.0,1
t,t,t,Oud-Oost,52.35322,4.9118900000000005,Private room,2,1.0,1.0,85.0,2,2,f,1.37,13,81.48562515868207,8560237,2.0,2.0,100.0,10.0,10.0,10.0,1
f,t,t,Bos en Lommer,52.381009999999996,4.85069,Entire home/apt,4,1.0,3.0,107.0,3,3,f,0.23,7,129.27006161022837,8562459,1.0,1.0,91.0,10.0,10.0,10.0,1
t,t,t,Oostelijk Havengebied - Indische Buurt,52.371109999999994,4.93593,Private room,4,2.0,3.0,145.0,5,3,t,0.67,12,115.11611368149329,8562801,3.0,3.0,90.0,9.0,9.0,9.0,3
f,t,t,Westerpark,52.38527,4.87435,Entire home/apt,2,1.0,1.0,125.0,5,5,f,0.61,26,136.83334262788662,8563820,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.35504,4.89018,Entire home/apt,2,1.0,2.0,95.0,3,3,f,0.18,14,131.5054825059451,8564806,1.0,1.0,96.0,10.0,10.0,10.0,1
t,t,t,Oud-Oost,52.35416,4.91067,Private room,2,1.0,1.0,100.0,3,3,f,1.77,25,91.36259809509716,8573112,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,Zuid,52.35474,4.88492,Entire home/apt,4,2.0,2.0,158.0,1,1,f,0.02,11,172.56379960907907,8573716,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,Oud-Oost,52.35761,4.92176,Entire home/apt,4,2.0,2.0,249.0,2,2,f,0.2,15,168.0975274052746,8578108,2.0,2.0,96.0,9.0,10.0,10.0,1
f,t,f,Watergraafsmeer,52.355920000000005,4.93508,Entire home/apt,3,2.0,3.0,130.0,2,2,f,0.57,15,138.5184436260406,8579704,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36241,4.85109,Entire home/apt,2,1.0,1.0,98.0,13,13,f,0.29,25,135.2224420231753,8581083,1.0,1.0,94.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35365,4.8987,Entire home/apt,2,1.0,1.0,160.0,3,3,f,0.19,15,132.54956963422774,8584764,1.0,1.0,90.0,8.0,10.0,9.0,1
f,t,t,Centrum-West,52.38053,4.88402,Entire home/apt,2,1.0,1.0,110.0,18,18,f,0.1,22,152.02552485184447,8584779,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.359840000000005,4.8612,Entire home/apt,2,1.0,1.0,145.0,5,5,f,0.17,12,123.6225251095259,8585470,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,t,Centrum-West,52.38661,4.88931,Entire home/apt,2,1.0,2.0,119.0,2,2,t,0.18,13,140.84044586407094,8586673,2.0,2.0,83.0,8.0,9.0,8.0,2
f,t,t,De Baarsjes - Oud-West,52.3688,4.85834,Entire home/apt,4,1.0,2.0,150.0,3,3,f,0.15,31,170.62554762493096,8586795,2.0,2.0,96.0,10.0,10.0,9.0,2
f,t,t,Oostelijk Havengebied - Indische Buurt,52.35836,4.9394,Entire home/apt,2,1.0,1.0,158.0,3,3,f,0.5,12,107.67925969573935,8590437,1.0,1.0,90.0,9.0,9.0,10.0,1
t,t,t,Centrum-West,52.375440000000005,4.89538,Private room,2,1.0,2.0,99.0,3,3,f,5.55,28,99.64386179044004,8591687,2.0,2.0,97.0,10.0,10.0,10.0,2
f,t,t,Slotervaart,52.349940000000004,4.837969999999999,Private room,2,1.0,1.0,91.0,1,1,f,0.2,9,60.69310169932646,8599501,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,t,Oud-Oost,52.36245,4.92705,Entire home/apt,2,1.0,1.0,210.0,2,1,t,0.42,18,124.21669629845655,8601253,100.0,100.0,90.0,9.0,9.0,8.0,86
f,t,t,Centrum-Oost,52.3727,4.90365,Private room,1,1.0,1.0,37.0,3,3,f,0.07,4,79.64989998687861,8601476,1.0,1.0,95.0,10.0,10.0,10.0,1
f,t,f,Centrum-Oost,52.369679999999995,4.9160699999999995,Entire home/apt,2,1.0,1.0,95.0,1,1,t,0.33,20,146.5127608755538,8604221,1.0,1.0,,,,,1
f,t,f,De Baarsjes - Oud-West,52.36585,4.877730000000001,Private room,2,1.0,1.0,70.0,2,2,f,0.12,6,81.19452516849128,8604798,3.0,3.0,94.0,9.0,9.0,10.0,3
f,t,t,De Pijp - Rivierenbuurt,52.35055,4.90854,Entire home/apt,2,1.0,1.0,90.0,6,6,f,0.13,9,127.2926897992661,8604803,1.0,1.0,94.0,9.0,10.0,10.0,1
f,t,t,Oud-Noord,52.3876,4.90064,Entire home/apt,4,3.0,2.0,95.0,5,5,f,0.3,33,185.34339413520775,8606301,1.0,1.0,91.0,9.0,10.0,10.0,1
f,t,t,Oostelijk Havengebied - Indische Buurt,52.35948,4.9351400000000005,Entire home/apt,2,1.0,1.0,65.0,3,3,f,0.08,13,110.31478384537832,8606715,1.0,1.0,96.0,10.0,10.0,9.0,1
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36162,4.94444,Entire home/apt,2,2.0,1.0,150.0,2,2,f,0.85,26,135.82513372861376,8607603,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,t,Centrum-Oost,52.360490000000006,4.896719999999999,Entire home/apt,2,1.0,1.0,150.0,6,6,f,0.05,12,140.41638649393713,8609137,1.0,1.0,93.0,10.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.35399,4.90362,Entire home/apt,2,1.0,1.0,150.0,7,7,f,0.33,9,126.98115377892577,8610793,1.0,1.0,,,,,1
f,t,f,Centrum-Oost,52.368359999999996,4.89692,Entire home/apt,2,1.0,1.0,185.0,2,2,f,0.15,24,152.33137386728322,8612725,1.0,1.0,96.0,10.0,10.0,9.0,1
