host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,instant_bookable,reviews_per_month,amenities_number,predicted_price,listing_id,host_listings_count,host_total_listings_count,review_scores_rating,review_scores_value,review_scores_accuracy,review_scores_checkin,calculated_host_listings_count
t,t,t,De Baarsjes - Oud-West,52.37037,4.86545,Private room,2,1.0,2.0,91.0,3,3,f,4.6,24,80.43767255131684,18631508,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,f,Oud-Oost,52.35817,4.90614,Entire home/apt,2,1.0,1.0,158.0,3,3,f,0.58,32,138.66491364430522,18640810,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,Noord-Oost,52.396409999999996,4.93409,Entire home/apt,2,1.0,1.0,135.0,2,2,t,0.07,15,96.50392477010587,18644351,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Centrum-West,52.382220000000004,4.88921,Entire home/apt,4,2.0,2.0,99.0,2,2,f,0.91,31,202.44775937947725,18646609,1.0,1.0,91.0,9.0,10.0,9.0,1
f,t,f,Osdorp,52.35998,4.79326,Entire home/apt,4,3.0,2.0,100.0,3,3,t,0.36,14,155.18836330869203,18647276,1.0,1.0,86.0,9.0,9.0,10.0,1
f,t,t,Zuid,52.351820000000004,4.85043,Entire home/apt,4,3.0,4.0,199.0,4,4,f,0.56,17,189.76433104248304,18647564,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,f,De Baarsjes - Oud-West,52.3676,4.8570400000000005,Entire home/apt,4,2.0,3.0,139.0,2,2,f,0.33,9,164.56243910164903,18649192,1.0,1.0,,,,,1
f,t,t,De Baarsjes - Oud-West,52.35905,4.85041,Entire home/apt,4,2.0,2.0,200.0,2,2,f,0.02,13,169.76723671634204,18650091,1.0,1.0,,,,,1
f,t,t,Westerpark,52.37766,4.87351,Entire home/apt,2,1.0,1.0,150.0,3,3,f,0.08,33,146.27982927117796,18652513,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Centrum-Oost,52.36445,4.88954,Private room,2,1.0,1.0,90.0,2,2,t,4.22,19,89.25056866858563,18659438,5.0,5.0,96.0,10.0,10.0,10.0,5
t,t,t,De Baarsjes - Oud-West,52.37254,4.87311,Entire home/apt,4,2.0,2.0,135.0,2,2,f,0.61,22,179.33010315397541,18660534,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Buitenveldert - Zuidas,52.33341,4.874,Entire home/apt,2,2.0,1.0,100.0,2,2,f,0.05,12,123.98138926678644,18660650,1.0,1.0,80.0,10.0,8.0,10.0,1
f,t,f,Centrum-West,52.37527,4.87927,Entire home/apt,2,2.0,2.0,275.0,4,4,t,0.21,13,157.63818313314823,18661034,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,f,Zuid,52.35425,4.87006,Entire home/apt,6,3.0,4.0,210.0,3,3,f,0.33,32,236.17233177936373,18663550,1.0,1.0,,,,,1
f,t,f,Westerpark,52.38545,4.872330000000001,Entire home/apt,2,1.0,1.0,99.0,2,2,f,0.8,23,133.9341199810924,18664793,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.354459999999996,4.8970400000000005,Entire home/apt,3,1.0,2.0,124.0,7,7,t,0.8,31,157.73928551425502,18665291,3.0,3.0,99.0,9.0,10.0,10.0,3
f,t,t,De Pijp - Rivierenbuurt,52.35537,4.894880000000001,Entire home/apt,4,2.0,2.0,125.0,7,7,t,0.85,24,181.27779221538867,18666266,3.0,3.0,95.0,9.0,9.0,10.0,3
f,t,t,Westerpark,52.390809999999995,4.87783,Entire home/apt,2,1.0,1.0,85.0,1,1,t,0.32,22,132.51043347987888,18667438,1.0,1.0,95.0,10.0,10.0,10.0,1
t,t,t,De Baarsjes - Oud-West,52.37299,4.85426,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.79,31,142.04149774216899,18668041,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.35625,4.8990599999999995,Entire home/apt,3,1.0,1.0,90.0,3,3,f,0.08,14,147.53003660672584,18668202,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Westerpark,52.37961,4.87057,Entire home/apt,4,2.0,1.0,179.0,10,10,f,0.05,12,171.8603503921729,18668834,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Westerpark,52.38022,4.87023,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.36,14,126.35398818405065,18670045,2.0,2.0,93.0,9.0,10.0,10.0,1
f,t,f,Geuzenveld - Slotermeer,52.37357,4.82791,Entire home/apt,2,1.0,1.0,119.0,2,2,f,0.19,28,111.63842826889709,18672186,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.37148,4.86719,Private room,2,1.0,1.0,50.0,4,4,t,0.33,6,77.2133424226663,18677597,1.0,1.0,,,,,1
f,t,f,IJburg - Zeeburgereiland,52.353120000000004,5.00852,Private room,2,1.0,1.0,95.0,2,2,t,0.58,31,86.95114593929702,18681903,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,f,Noord-Oost,52.3935,4.94868,Entire home/apt,2,1.0,1.0,85.0,2,2,f,0.27,15,98.67081815674487,18685245,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,f,Watergraafsmeer,52.35475,4.93194,Entire home/apt,2,1.0,1.0,150.0,3,2,f,0.54,23,117.6069030728886,18685482,1.0,1.0,95.0,9.0,10.0,10.0,1
f,t,t,Zuid,52.347390000000004,4.84829,Entire home/apt,2,1.0,1.0,150.0,1,1,f,0.05,21,136.69525921100535,18686255,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Oud-Noord,52.38523,4.91285,Entire home/apt,2,1.0,2.0,120.0,4,4,f,0.24,18,110.91985170939893,18687801,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Geuzenveld - Slotermeer,52.37887,4.78951,Entire home/apt,4,2.0,2.0,138.0,2,2,f,0.83,24,148.380731928429,18688601,1.0,1.0,95.0,8.0,10.0,10.0,1
t,t,t,De Baarsjes - Oud-West,52.37357,4.86364,Private room,2,1.0,1.0,82.0,3,3,f,2.12,27,94.63335111614083,18689521,4.0,4.0,98.0,9.0,10.0,10.0,2
f,t,f,Oud-Oost,52.35777,4.9128300000000005,Entire home/apt,2,1.0,1.0,131.0,3,3,f,0.02,12,121.79180522319734,18694345,1.0,1.0,90.0,9.0,8.0,10.0,1
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36045,4.93431,Private room,2,1.0,1.0,60.0,2,2,t,0.29,25,81.46787195009006,18696457,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,f,Slotervaart,52.35072,4.8387199999999995,Entire home/apt,1,1.0,1.0,75.0,2,2,f,0.33,21,95.89418196165934,18698928,1.0,1.0,,,,,1
f,t,t,Centrum-Oost,52.36287,4.90002,Entire home/apt,2,1.0,1.0,229.0,2,2,t,0.84,8,131.51736045967164,18701840,2.0,2.0,95.0,9.0,10.0,10.0,2
f,t,t,Bos en Lommer,52.3802,4.85276,Private room,2,1.0,1.0,64.0,1,1,f,1.09,15,67.426247662391,18705284,1.0,1.0,92.0,9.0,9.0,10.0,1
f,t,f,Watergraafsmeer,52.34199,4.9461699999999995,Entire home/apt,4,3.0,2.0,160.0,2,2,f,0.24,34,190.69639486023993,18705301,1.0,1.0,98.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35624,4.88929,Entire home/apt,2,1.0,1.0,119.0,2,2,f,0.31,10,126.80186413888009,18709972,1.0,1.0,95.0,8.0,10.0,9.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35107,4.90355,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.88,16,130.7871665124694,18710840,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36547,4.9351199999999995,Entire home/apt,2,1.0,1.0,160.0,2,2,f,0.02,14,112.19385614857765,18711113,1.0,1.0,100.0,10.0,10.0,8.0,1
f,t,t,De Pijp - Rivierenbuurt,52.34198,4.90802,Entire home/apt,2,1.0,1.0,135.0,1,1,f,0.02,11,130.14706044494778,18712415,1.0,1.0,,,,,1
f,t,t,Centrum-West,52.36619,4.87956,Entire home/apt,2,1.0,1.0,149.0,2,2,f,0.48,11,140.4158169298305,18713284,1.0,1.0,93.0,9.0,10.0,10.0,1
t,t,t,Westerpark,52.37636,4.875,Entire home/apt,4,2.0,2.0,170.0,2,2,t,0.41,22,180.52310779676986,18718306,2.0,2.0,96.0,9.0,10.0,10.0,2
f,t,f,Noord-West,52.40663,4.9046400000000006,Entire home/apt,4,4.0,4.0,150.0,4,4,f,0.4,16,172.83240268814848,18718588,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.34713,4.90417,Entire home/apt,2,1.0,1.0,129.0,3,3,f,0.17,22,139.87494518783524,18720105,1.0,1.0,94.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36383,4.86099,Private room,2,1.0,1.0,90.0,3,3,t,0.58,17,86.99943773632322,18725897,2.0,2.0,95.0,10.0,10.0,10.0,2
f,t,f,Slotervaart,52.34904,4.830430000000001,Entire home/apt,3,1.0,2.0,145.0,3,3,f,0.47,27,129.70892223039846,18726350,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,Geuzenveld - Slotermeer,52.38256,4.83084,Entire home/apt,4,4.0,4.0,184.0,4,4,t,0.28,24,179.86218972954885,18728120,1.0,1.0,93.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35561,4.90226,Entire home/apt,4,2.0,2.0,300.0,3,3,f,0.35,26,187.34336043162057,18729830,1.0,1.0,98.0,10.0,10.0,10.0,1
f,t,f,Oud-Oost,52.35862,4.92566,Entire home/apt,2,1.0,1.0,99.0,2,2,t,0.07,17,125.1564579292176,18730995,1.0,1.0,100.0,9.0,10.0,10.0,1
f,f,f,Zuid,52.35357,4.88354,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.1,12,119.97252143072501,18732157,1.0,1.0,90.0,10.0,10.0,10.0,1
f,t,f,De Baarsjes - Oud-West,52.362140000000004,4.85544,Entire home/apt,4,2.0,2.0,200.0,2,2,f,0.33,16,172.22483758495696,18732770,1.0,1.0,,,,,1
f,t,t,De Baarsjes - Oud-West,52.36296,4.86263,Entire home/apt,4,1.0,2.0,200.0,2,2,f,0.64,19,157.15843010665412,18733149,1.0,1.0,97.0,8.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.37065,4.85693,Entire home/apt,4,2.0,3.0,220.0,2,2,f,0.87,33,184.65795422916176,18733380,1.0,1.0,92.0,9.0,9.0,10.0,1
f,t,t,Bos en Lommer,52.3749,4.85818,Entire home/apt,4,2.0,3.0,150.0,5,3,f,0.33,21,160.0034888548655,18733799,1.0,1.0,,,,,1
f,t,f,Oud-Oost,52.35522,4.92315,Entire home/apt,4,2.0,2.0,120.0,2,2,f,0.2,17,171.03423442155008,18739987,1.0,1.0,93.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.360890000000005,4.858569999999999,Entire home/apt,2,1.0,1.0,250.0,4,4,f,0.41,6,116.63133459834785,18742280,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36088,4.93489,Entire home/apt,2,1.0,1.0,135.0,2,2,t,0.12,16,112.22892926107079,18744488,1.0,1.0,90.0,9.0,10.0,10.0,1
f,t,f,De Baarsjes - Oud-West,52.35788,4.85644,Entire home/apt,2,1.0,1.0,125.0,4,4,f,0.25,17,128.96763576033436,18744697,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.34214,4.91081,Entire home/apt,4,2.0,2.0,150.0,3,3,f,0.05,9,172.8260768466905,18745104,3.0,3.0,100.0,10.0,10.0,10.0,3
f,t,f,Westerpark,52.37451,4.87351,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.05,22,136.67436224453058,18746453,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Oud-Oost,52.36351,4.92663,Entire home/apt,4,1.0,2.0,169.0,2,2,f,0.48,28,164.3617168494311,18747367,1.0,1.0,95.0,9.0,10.0,10.0,1
f,t,f,Zuid,52.34837,4.846480000000001,Private room,2,1.0,1.0,60.0,4,4,f,0.67,32,107.4815148995931,18747974,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.34211,4.91239,Private room,2,1.0,1.0,90.0,1,1,f,0.3,26,105.73527945552974,18749386,3.0,3.0,96.0,9.0,10.0,10.0,3
f,t,t,De Pijp - Rivierenbuurt,52.34146,4.90499,Entire home/apt,2,1.0,1.0,145.0,2,2,f,0.24,17,134.9567798721473,18749967,1.0,1.0,96.0,9.0,9.0,9.0,1
f,t,f,Bijlmer-Oost,52.32707,4.97956,Entire home/apt,4,3.0,3.0,150.0,7,7,f,0.1,18,163.25126322032088,18750842,1.0,1.0,85.0,9.0,9.0,10.0,1
f,t,t,Westerpark,52.38539,4.8744,Entire home/apt,2,1.0,1.0,95.0,2,2,t,0.23,18,129.0884765015037,18750912,2.0,2.0,94.0,9.0,10.0,9.0,2
f,t,t,Oostelijk Havengebied - Indische Buurt,52.365190000000005,4.93184,Entire home/apt,2,1.0,1.0,65.0,2,2,f,0.12,23,119.60420255556778,18751928,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Oostelijk Havengebied - Indische Buurt,52.375679999999996,4.9309400000000005,Private room,2,1.0,1.0,77.0,2,2,f,0.33,12,69.5774768972708,18752453,1.0,1.0,,,,,1
f,t,t,De Baarsjes - Oud-West,52.36782,4.87288,Entire home/apt,2,1.0,1.0,150.0,6,6,f,0.33,23,133.66385426812963,18758925,2.0,2.0,98.0,10.0,10.0,10.0,1
f,t,t,Westerpark,52.383720000000004,4.87288,Entire home/apt,4,3.0,3.0,125.0,4,4,f,0.15,9,182.31574314777322,18762998,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.3517,4.89403,Entire home/apt,4,2.0,2.0,252.0,2,3,t,0.34,19,178.2747738161395,18766194,85.0,85.0,91.0,9.0,10.0,8.0,81
f,t,t,Bos en Lommer,52.37838,4.85734,Private room,2,1.0,1.0,44.0,2,2,f,4.46,17,54.91303689670849,18766480,2.0,2.0,89.0,9.0,9.0,10.0,2
t,t,t,De Pijp - Rivierenbuurt,52.35176,4.89911,Entire home/apt,2,1.0,1.0,105.0,1,1,f,1.2,26,142.23862011814686,18767664,2.0,2.0,98.0,9.0,10.0,10.0,1
f,t,t,Bos en Lommer,52.37518,4.856319999999999,Entire home/apt,5,3.0,3.0,125.0,7,7,f,0.03,14,183.91861653856245,18779467,1.0,1.0,,,,,1
t,t,f,Zuid,52.3482,4.84897,Entire home/apt,2,1.0,1.0,91.0,3,3,f,1.18,24,138.72706431168695,18780017,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36507,4.85294,Entire home/apt,4,2.0,2.0,150.0,3,3,t,0.08,7,161.81775853351996,18782409,1.0,1.0,87.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36508,4.86231,Entire home/apt,4,1.0,2.0,175.0,5,5,f,0.42,14,153.07979559496607,18784059,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,t,Noord-West,52.40867,4.9005,Private room,4,1.0,3.0,100.0,1,1,f,0.33,12,83.0634303958866,18784137,0.0,0.0,,,,,2
f,t,t,De Pijp - Rivierenbuurt,52.34847,4.89087,Entire home/apt,4,1.0,1.0,179.0,4,4,f,0.61,30,174.74451698678286,18785437,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,t,Centrum-Oost,52.36765,4.911569999999999,Entire home/apt,2,1.0,1.0,107.0,2,2,f,0.68,10,135.962478430303,18787260,6.0,6.0,96.0,9.0,9.0,9.0,4
f,t,f,Oud-Noord,52.39309,4.92516,Entire home/apt,5,3.0,3.0,225.0,3,3,f,0.33,11,179.18224554467838,18798302,1.0,1.0,,,,,1
f,t,t,Slotervaart,52.35109,4.830830000000001,Private room,2,1.0,2.0,36.0,4,3,f,2.23,27,69.01954816347734,18798860,2.0,2.0,92.0,9.0,9.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.35801,4.85706,Entire home/apt,5,2.0,5.0,125.0,3,3,t,0.44,33,198.7252145238583,18800259,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.35103,4.90419,Private room,3,1.0,1.0,55.0,2,2,f,0.12,11,106.84927179517058,18800710,1.0,1.0,88.0,9.0,10.0,10.0,1
t,t,t,Noord-West,52.406690000000005,4.91643,Entire home/apt,2,1.0,1.0,103.0,2,2,f,0.83,21,103.25455989557781,18803263,1.0,1.0,98.0,9.0,10.0,10.0,1
f,t,f,Centrum-Oost,52.36373,4.901269999999999,Entire home/apt,2,1.0,1.0,250.0,7,7,t,0.33,12,138.38343858455846,18803356,5.0,5.0,,,,,5
t,t,f,IJburg - Zeeburgereiland,52.36185,4.99118,Private room,2,1.0,1.0,119.0,2,2,t,1.64,23,76.92278610323615,18803889,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.359120000000004,4.85102,Entire home/apt,4,3.0,3.0,159.0,2,2,f,0.24,12,183.15031150467166,18805687,2.0,2.0,91.0,8.0,8.0,10.0,2
f,t,t,Zuid,52.35658,4.85078,Entire home/apt,4,3.0,3.0,150.0,2,2,f,0.1,17,192.29997530174683,18806935,2.0,2.0,100.0,9.0,10.0,10.0,1
f,t,f,Zuid,52.34884,4.86264,Entire home/apt,2,1.0,1.0,160.0,7,7,f,0.33,13,128.75076245930745,18807234,1.0,1.0,,,,,1
f,t,f,Noord-Oost,52.38548,4.95866,Entire home/apt,4,2.0,3.0,180.0,4,4,f,0.02,28,157.05657659270219,18807860,1.0,1.0,,,,,1
f,t,f,De Pijp - Rivierenbuurt,52.35349,4.90418,Entire home/apt,2,1.0,1.0,80.0,6,6,f,0.02,9,128.3853317856308,18808248,1.0,1.0,60.0,6.0,6.0,10.0,1
t,t,t,De Aker - Nieuw Sloten,52.33312,4.80405,Private room,2,1.0,1.0,55.0,2,2,t,4.08,35,67.15662185150063,18808905,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,Noord-West,52.40442,4.90916,Entire home/apt,2,2.0,1.0,125.0,3,3,t,0.24,25,120.67645829738126,18809243,0.0,0.0,97.0,10.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.37138,4.865480000000001,Entire home/apt,4,2.0,2.0,85.0,1,1,t,0.07,10,164.94669558033706,18813749,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,De Pijp - Rivierenbuurt,52.34697,4.89339,Entire home/apt,4,2.0,2.0,180.0,3,3,f,0.08,26,189.44991769550052,18815899,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35225,4.89919,Private room,4,2.0,1.0,121.0,1001,1001,f,0.64,7,108.64289845971393,18816109,2.0,2.0,92.0,9.0,9.0,10.0,2
f,t,t,Zuid,52.34709,4.84949,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.12,30,145.17473614795085,18816251,1.0,1.0,96.0,10.0,10.0,9.0,1
f,t,t,De Baarsjes - Oud-West,52.36718,4.849880000000001,Entire home/apt,2,1.0,1.0,48.0,3,3,f,0.02,11,122.73418295247166,18816404,1.0,1.0,80.0,10.0,10.0,10.0,1
t,t,t,Zuid,52.35256,4.85225,Entire home/apt,4,3.0,3.0,212.0,3,3,f,0.74,45,220.23100927425526,18816460,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,IJburg - Zeeburgereiland,52.34956,5.00093,Entire home/apt,4,3.0,3.0,150.0,4,4,f,0.41,18,173.66326441435172,18817028,1.0,1.0,93.0,9.0,10.0,10.0,1
f,t,t,Zuid,52.351490000000005,4.8631,Entire home/apt,4,1.0,2.0,155.0,3,3,f,0.07,10,154.86105883445202,18819082,2.0,2.0,93.0,9.0,10.0,10.0,2
f,t,f,Centrum-Oost,52.364259999999994,4.90027,Entire home/apt,2,1.0,1.0,250.0,7,7,t,0.33,12,138.33431577436977,18820246,5.0,5.0,,,,,5
f,t,f,Centrum-Oost,52.36375,4.90055,Entire home/apt,2,1.0,1.0,250.0,7,7,t,0.33,12,138.36205184524601,18820636,5.0,5.0,,,,,5
f,t,f,Centrum-Oost,52.36327,4.901590000000001,Entire home/apt,2,1.0,1.0,250.0,7,7,t,0.33,12,138.41038653713872,18820779,5.0,5.0,,,,,5
f,t,f,Centrum-Oost,52.36312,4.90022,Entire home/apt,2,1.0,1.0,200.0,7,7,t,0.33,12,138.3769637113312,18820858,5.0,5.0,,,,,5
f,t,t,Zuid,52.352509999999995,4.84691,Private room,2,1.0,1.0,69.0,2,2,f,1.34,23,94.83141017990124,18821110,4.0,4.0,93.0,9.0,10.0,9.0,4
f,t,f,Zuid,52.35161,4.84961,Entire home/apt,4,2.0,2.0,240.0,4,4,f,0.24,22,182.23839836020716,18823723,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Centrum-West,52.36572,4.880669999999999,Private room,4,2.0,2.0,90.0,1,1,t,5.5,29,141.36277047088288,18824672,1.0,1.0,90.0,9.0,9.0,10.0,1
f,t,f,Centrum-Oost,52.37435,4.90369,Private room,2,1.0,1.0,156.0,2,2,t,1.1,22,106.61104856911834,18832250,1.0,1.0,98.0,9.0,10.0,10.0,1
t,t,f,De Pijp - Rivierenbuurt,52.35015,4.9041,Entire home/apt,4,2.0,2.0,182.0,3,3,f,0.9,28,191.23893747146826,18832640,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Gaasperdam - Driemond,52.29845,4.9869,Entire home/apt,2,1.0,2.0,80.0,3,3,t,0.47,17,90.98121093776854,18835160,1.0,1.0,96.0,9.0,10.0,9.0,1
f,t,t,Oud-Oost,52.35089,4.91746,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.39,26,133.41062530932209,18836486,1.0,1.0,96.0,9.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.35731,4.89518,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.12,14,131.63578072275504,18836515,1.0,1.0,92.0,9.0,9.0,9.0,1
f,t,t,De Pijp - Rivierenbuurt,52.346779999999995,4.90686,Entire home/apt,4,2.0,2.0,200.0,2,2,f,0.54,10,171.4016638794094,18836568,1.0,1.0,96.0,9.0,10.0,10.0,2
t,t,f,Zuid,52.35358,4.85424,Private room,2,1.0,1.0,79.0,2,2,f,1.14,16,93.10968890459185,18837476,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,IJburg - Zeeburgereiland,52.360409999999995,4.98971,Entire home/apt,2,2.0,1.0,120.0,2,2,t,0.08,34,144.29505520228167,18837544,1.0,1.0,80.0,9.0,9.0,8.0,1
f,t,t,Oud-Oost,52.35638,4.90766,Entire home/apt,4,2.0,3.0,190.0,5,5,f,0.32,21,172.34157821791382,18845349,1.0,1.0,97.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36825,4.87553,Entire home/apt,2,1.0,1.0,120.0,3,3,f,0.2,14,125.57201052430423,18847323,1.0,1.0,90.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36209,4.85114,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.12,15,126.4569396636009,18847421,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,De Pijp - Rivierenbuurt,52.34036,4.89766,Entire home/apt,4,4.0,4.0,100.0,3,3,f,0.26,20,212.93835787575495,18849944,3.0,3.0,98.0,10.0,10.0,10.0,3
f,t,f,Geuzenveld - Slotermeer,52.382659999999994,4.83482,Entire home/apt,4,3.0,3.0,129.0,4,4,f,0.33,42,184.5229870339681,18855539,1.0,1.0,94.0,9.0,10.0,10.0,1
f,t,f,Noord-Oost,52.40356,4.93623,Private room,2,1.0,1.0,29.0,2,2,f,0.05,9,55.0770119078627,18859385,1.0,1.0,90.0,8.0,10.0,10.0,1
f,t,f,Centrum-Oost,52.375209999999996,4.90519,Entire home/apt,2,1.0,1.0,225.0,3,3,t,0.08,21,148.00609239026608,18862086,1.0,1.0,90.0,8.0,10.0,9.0,1
f,t,f,IJburg - Zeeburgereiland,52.34713,5.0049,Entire home/apt,4,3.0,4.0,144.0,2,2,f,0.42,30,185.76480199215825,18863330,1.0,1.0,99.0,9.0,10.0,10.0,1
f,t,t,De Baarsjes - Oud-West,52.36076,4.85653,Entire home/apt,3,2.0,1.0,100.0,3,3,f,0.32,18,159.3814783123405,18863344,1.0,1.0,97.0,10.0,10.0,10.0,1
f,t,t,Centrum-West,52.376709999999996,4.8960300000000005,Private room,4,1.0,2.0,109.0,3,3,t,1.7,12,125.29320925548222,18864227,2.0,2.0,81.0,8.0,9.0,9.0,2
f,t,f,Bos en Lommer,52.376529999999995,4.84387,Entire home/apt,2,1.0,1.0,86.0,3,3,f,0.22,12,106.92723623270808,18864783,1.0,1.0,96.0,9.0,9.0,9.0,1
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36759,4.94077,Entire home/apt,2,1.0,1.0,129.0,3,3,t,0.27,29,124.14812623984744,18865185,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Bos en Lommer,52.374790000000004,4.837219999999999,Entire home/apt,4,1.0,2.0,150.0,3,3,f,0.47,13,134.60340977983014,18866086,1.0,1.0,97.0,9.0,10.0,10.0,1
t,t,t,Centrum-Oost,52.360459999999996,4.89444,Private room,4,2.0,2.0,150.0,1,1,t,0.05,15,151.73265792592792,18868205,4.0,4.0,80.0,8.0,10.0,10.0,2
f,t,t,De Baarsjes - Oud-West,52.36668,4.86862,Entire home/apt,2,1.0,1.0,150.0,5,2,t,0.54,22,131.76758004231283,18869506,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,Oud-Oost,52.35823,4.91823,Entire home/apt,2,1.0,1.0,99.0,2,2,f,0.38,20,127.33823796510524,18870935,1.0,1.0,99.0,10.0,10.0,10.0,1
f,t,t,Geuzenveld - Slotermeer,52.3828,4.82627,Hotel room,2,1.0,1.0,52.0,2,2,t,3.18,27,73.9450951479298,18871870,2.0,2.0,88.0,9.0,9.0,10.0,2
f,t,f,De Pijp - Rivierenbuurt,52.35131,4.9067300000000005,Entire home/apt,4,1.0,4.0,131.0,4,4,f,0.2,11,157.18366415037826,18872683,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,f,Oud-Noord,52.393879999999996,4.9168199999999995,Entire home/apt,4,3.0,4.0,145.0,5,5,f,0.08,31,184.0869297090003,18872744,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Geuzenveld - Slotermeer,52.37348,4.82151,Entire home/apt,4,3.0,4.0,158.0,2,2,f,0.2,38,179.68201583870723,18873208,1.0,1.0,100.0,9.0,10.0,10.0,1
f,t,t,Centrum-Oost,52.36864,4.9192599999999995,Entire home/apt,4,2.0,2.0,190.0,4,4,t,0.43,28,197.8273940690949,18878996,1.0,1.0,100.0,10.0,10.0,10.0,1
f,t,t,Centrum-West,52.38041,4.890280000000001,Private room,2,1.0,2.0,60.0,3,3,f,1.08,28,115.51278897266684,18882208,2.0,2.0,82.0,8.0,9.0,9.0,3
f,t,t,Centrum-West,52.37972,4.89018,Private room,2,1.0,2.0,97.0,3,3,f,2.38,31,112.81448414510396,18882385,2.0,2.0,88.0,8.0,9.0,9.0,3
