host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,instant_bookable,reviews_per_month,amenities_number
t,t,t,Oud-Noord,52.39661,4.91844,Private room,2,1.0,1.0,95.0,1,1,t,2.26,23
f,t,t,Oud-Noord,52.39235,4.94486,Entire home/apt,4,2.0,3.0,145.0,2,2,f,0.31,20
f,t,f,De Baarsjes - Oud-West,52.36407,4.87734,Entire home/apt,2,1.0,1.0,220.0,2,2,f,0.16,10
f,t,f,De Baarsjes - Oud-West,52.37078,4.85878,Entire home/apt,2,1.0,1.0,115.0,6,6,f,0.33,19
t,t,t,De Pijp - Rivierenbuurt,52.35644,4.89945,Entire home/apt,4,2.0,2.0,282.0,2,2,f,0.98,29
f,t,t,De Pijp - Rivierenbuurt,52.35642,4.88936,Entire home/apt,4,2.0,3.0,300.0,4,4,t,0.05,24
t,t,t,De Baarsjes - Oud-West,52.36954,4.86072,Entire home/apt,4,2.0,2.0,91.0,2,2,t,0.67,17
f,t,t,Oud-Oost,52.3597,4.92706,Entire home/apt,2,1.0,1.0,105.0,2,2,t,0.33,22
f,t,t,Westerpark,52.38004,4.86977,Entire home/apt,2,1.0,1.0,130.0,2,2,t,0.56,11
t,t,t,Westerpark,52.37385,4.87356,Entire home/apt,2,1.0,1.0,138.0,20,20,f,0.32,31
f,t,f,De Pijp - Rivierenbuurt,52.35799,4.89541,Entire home/apt,4,1.0,2.0,240.0,2,2,f,0.08,10
t,t,t,Centrum-Oost,52.37055,4.90232,Entire home/apt,2,1.0,1.0,149.0,3,3,f,2.69,22
f,t,f,Oud-Oost,52.36011,4.91486,Private room,2,1.0,1.0,116.0,2,2,f,0.16,26
f,t,t,Zuid,52.34965,4.86181,Entire home/apt,4,2.0,2.0,185.0,2,2,f,0.29,23
f,t,t,Bos en Lommer,52.38452,4.85913,Entire home/apt,4,1.0,2.0,155.0,3,3,t,0.12,15
f,t,t,Oud-Noord,52.39511,4.90551,Entire home/apt,2,1.0,1.0,120.0,3,3,t,1.16,27
f,t,t,Centrum-Oost,52.36249,4.90484,Entire home/apt,4,2.0,2.0,120.0,2,7,t,1.25,28
t,t,t,Slotervaart,52.35473,4.83327,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.29,20
f,t,t,Centrum-West,52.37864,4.89267,Entire home/apt,2,1.0,1.0,131.0,2,2,f,0.69,18
f,t,t,De Baarsjes - Oud-West,52.37214,4.85807,Entire home/apt,4,3.0,4.0,180.0,4,4,t,0.07,27
f,t,t,Westerpark,52.38131,4.87004,Entire home/apt,4,1.0,1.0,64.0,2,2,t,0.12,14
f,t,t,Centrum-Oost,52.37171,4.91514,Private room,1,1.0,1.0,40.0,3,3,f,0.33,6
f,t,t,Centrum-West,52.37656,4.89412,Entire home/apt,2,1.0,2.0,97.0,2,2,t,1.35,5
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36202,4.9324,Entire home/apt,2,1.0,1.0,100.0,3,3,f,0.35,15
t,t,t,De Pijp - Rivierenbuurt,52.35577,4.90202,Entire home/apt,4,2.0,2.0,186.0,2,2,t,1.42,31
f,t,f,De Pijp - Rivierenbuurt,52.35399,4.89171,Entire home/apt,2,1.0,1.0,140.0,2,2,t,0.12,8
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36395,4.94054,Entire home/apt,2,1.0,1.0,150.0,2,2,t,0.6,27
f,t,t,De Baarsjes - Oud-West,52.37044,4.87464,Entire home/apt,4,2.0,2.0,200.0,3,3,f,0.52,28
t,t,t,Zuid,52.35176,4.85122,Entire home/apt,2,1.0,1.0,119.0,2,2,t,1.59,38
t,t,t,IJburg - Zeeburgereiland,52.34588,5.00617,Private room,2,1.0,1.0,80.0,3,3,t,0.87,21
t,t,t,Bos en Lommer,52.37576,4.83841,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.63,14
f,t,t,Centrum-West,52.37764,4.89452,Entire home/apt,2,1.0,2.0,80.0,7,7,t,0.45,18
f,t,t,Westerpark,52.38304,4.87071,Entire home/apt,2,1.0,1.0,125.0,3,3,t,0.57,23
f,t,t,De Baarsjes - Oud-West,52.36103,4.85813,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.57,17
f,t,t,De Baarsjes - Oud-West,52.36072,4.86034,Private room,2,1.0,1.0,50.0,2,2,f,0.37,8
f,t,f,Slotervaart,52.36076,4.83726,Entire home/apt,3,1.0,2.0,85.0,2,2,f,0.08,12
t,t,t,Centrum-West,52.38184,4.88875,Private room,4,2.0,2.0,190.0,3,3,t,1.19,20
t,t,t,De Baarsjes - Oud-West,52.361,4.86286,Entire home/apt,2,1.0,1.0,110.0,2,2,f,0.69,36
f,t,t,Buitenveldert - Zuidas,52.32449,4.8771,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.14,28
f,t,t,Osdorp,52.36563,4.7856,Entire home/apt,2,1.0,2.0,75.0,2,2,f,0.04,16
f,t,f,De Baarsjes - Oud-West,52.364,4.87547,Entire home/apt,4,2.0,2.0,240.0,4,4,f,0.49,25
t,t,t,De Baarsjes - Oud-West,52.36806,4.85145,Entire home/apt,4,2.0,2.0,129.0,3,3,f,0.73,25
f,t,f,Slotervaart,52.36594,4.84029,Entire home/apt,3,2.0,1.0,175.0,2,2,t,0.29,15
t,t,t,De Pijp - Rivierenbuurt,52.35477,4.90627,Private room,2,1.0,1.0,185.0,2,2,f,2.61,30
f,t,f,De Pijp - Rivierenbuurt,52.3464,4.89951,Entire home/apt,4,2.0,1.0,150.0,2,2,f,0.57,34
f,t,f,Slotervaart,52.3676,4.84453,Entire home/apt,2,1.0,1.0,104.0,5,5,t,0.04,12
t,t,t,De Baarsjes - Oud-West,52.35805,4.85808,Private room,2,1.0,1.0,95.0,1,1,t,1.01,21
f,t,f,Zuid,52.34103,4.84883,Private room,2,1.0,1.0,206.0,4,4,f,0.06,28
f,t,t,Zuid,52.34711,4.86894,Entire home/apt,4,3.0,2.0,200.0,2,2,f,0.16,31
f,t,f,Noord-West,52.41477,4.89327,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.25,24
f,t,f,Centrum-Oost,52.3609,4.893,Entire home/apt,2,1.0,1.0,129.0,3,3,f,0.16,14
f,t,f,Centrum-West,52.36525,4.8847,Entire home/apt,2,1.0,1.0,135.0,2,2,f,0.69,23
f,t,t,De Baarsjes - Oud-West,52.36015,4.85221,Private room,2,1.0,1.0,93.0,4,4,t,2.7,27
f,t,t,De Pijp - Rivierenbuurt,52.3517,4.88833,Entire home/apt,3,2.0,2.0,140.0,2,2,f,0.72,12
t,t,t,De Baarsjes - Oud-West,52.36365,4.8655,Entire home/apt,4,2.0,2.0,223.0,2,2,f,0.86,23
f,t,t,De Pijp - Rivierenbuurt,52.35662,4.89292,Entire home/apt,2,1.0,2.0,150.0,5,5,f,0.22,15
f,t,t,Centrum-Oost,52.36817,4.92935,Entire home/apt,4,2.0,2.0,198.0,2,2,f,0.71,24
t,t,t,IJburg - Zeeburgereiland,52.35469,5.00606,Hotel room,2,1.0,1.0,145.0,1,1,t,0.42,27
f,t,f,Oud-Noord,52.3848,4.91613,Entire home/apt,2,1.0,1.0,139.0,2,2,f,0.46,25
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36383,4.93323,Private room,1,1.0,1.0,35.0,30,30,t,0.33,12
f,t,f,De Baarsjes - Oud-West,52.3715,4.86002,Entire home/apt,2,1.0,1.0,120.0,3,3,f,0.33,21
f,t,f,De Aker - Nieuw Sloten,52.35414,4.77595,Entire home/apt,2,1.0,1.0,95.0,2,2,f,0.26,25
f,t,f,Bos en Lommer,52.37829,4.84723,Entire home/apt,2,1.0,1.0,99.0,3,3,t,0.58,27
f,t,t,De Baarsjes - Oud-West,52.35769,4.85644,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.17,18
t,t,f,Centrum-West,52.36945,4.88185,Entire home/apt,2,1.0,1.0,140.0,3,3,f,0.58,20
f,t,f,Westerpark,52.39161,4.87837,Private room,1,1.0,1.0,50.0,2,2,f,0.12,23
f,t,t,De Baarsjes - Oud-West,52.37204,4.87276,Entire home/apt,2,1.0,1.0,99.0,4,4,f,0.17,26
f,t,f,Oostelijk Havengebied - Indische Buurt,52.37162,4.94164,Entire home/apt,7,4.0,5.0,225.0,3,3,f,0.05,14
f,t,t,Slotervaart,52.36326,4.83427,Entire home/apt,4,3.0,3.0,157.0,3,3,f,0.06,24
t,t,t,De Baarsjes - Oud-West,52.36074,4.8639,Entire home/apt,4,2.0,3.0,245.0,2,2,f,0.39,28
t,t,t,Centrum-West,52.37542,4.89142,Private room,2,1.0,1.0,58.0,2,1,f,7.1,20
t,t,t,Centrum-Oost,52.37254,4.91707,Private room,2,1.0,1.0,55.0,2,2,f,3.0,19
f,t,t,De Pijp - Rivierenbuurt,52.34631,4.90471,Entire home/apt,4,1.0,4.0,200.0,2,2,f,0.17,31
f,t,t,Westerpark,52.3849,4.87248,Private room,2,1.0,2.0,41.0,3,3,f,1.23,28
t,t,t,De Pijp - Rivierenbuurt,52.34993,4.89793,Shared room,2,1.0,1.0,95.0,1,1,f,0.52,29
f,t,t,Geuzenveld - Slotermeer,52.37695,4.79814,Private room,2,1.0,1.0,80.0,1,1,t,0.24,13
f,t,t,Slotervaart,52.36121,4.83888,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.14,11
f,t,t,Centrum-West,52.37856,4.89325,Private room,2,1.0,1.0,100.0,3,3,f,0.29,24
f,t,f,Centrum-Oost,52.37244,4.90513,Entire home/apt,4,2.0,3.0,300.0,3,3,f,0.33,29
f,t,t,Geuzenveld - Slotermeer,52.37737,4.79845,Private room,2,1.0,1.0,80.0,1,1,t,0.12,13
f,t,t,Westerpark,52.37589,4.87419,Entire home/apt,2,1.0,2.0,100.0,2,2,f,1.23,12
f,t,f,De Baarsjes - Oud-West,52.37212,4.86025,Private room,2,1.0,1.0,125.0,4,4,f,0.08,40
f,t,t,Centrum-West,52.37051,4.8968,Private room,2,1.0,1.0,45.0,2,1,t,2.58,16
f,t,t,Westerpark,52.39361,4.87869,Entire home/apt,4,2.0,2.0,200.0,3,3,f,0.14,19
f,t,t,Centrum-West,52.36959,4.89664,Private room,2,1.0,1.0,45.0,2,1,t,3.1,16
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36428,4.9381,Private room,2,1.0,1.0,79.0,3,3,t,1.63,12
f,t,t,De Baarsjes - Oud-West,52.37279,4.86115,Private room,2,1.0,1.0,110.0,1,1,f,0.12,15
f,t,t,Bos en Lommer,52.3783,4.86191,Entire home/apt,2,1.0,1.0,79.0,2,2,f,0.04,10
f,t,t,Westerpark,52.3731,4.87091,Entire home/apt,4,2.0,2.0,230.0,2,2,f,0.37,14
t,t,t,Bijlmer-Centrum,52.32161,4.94578,Entire home/apt,4,2.0,3.0,160.0,3,3,t,0.99,40
f,t,f,Oud-Oost,52.35228,4.91541,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.12,15
f,t,t,De Baarsjes - Oud-West,52.36386,4.87621,Entire home/apt,2,1.0,1.0,175.0,2,2,f,0.65,20
f,t,f,De Baarsjes - Oud-West,52.37204,4.86357,Private room,2,1.0,1.0,59.0,3,3,f,0.17,21
t,t,t,Watergraafsmeer,52.34012,4.92135,Entire home/apt,2,1.0,1.0,79.0,2,2,t,0.12,28
f,t,t,De Pijp - Rivierenbuurt,52.34329,4.90119,Private room,2,1.0,1.0,90.0,2,2,t,0.17,16
f,t,f,Westerpark,52.39456,4.87744,Entire home/apt,2,1.0,1.0,113.0,1,3,t,0.43,25
t,t,f,Oud-Noord,52.39591,4.9086,Entire home/apt,6,3.0,4.0,295.0,3,3,f,0.13,15
f,t,t,Westerpark,52.38543,4.8734,Entire home/apt,2,1.0,2.0,119.0,7,7,f,0.19,13
f,t,t,Oud-Oost,52.3579,4.92103,Entire home/apt,4,2.0,2.0,150.0,2,2,f,0.42,28
f,t,f,Zuid,52.35023,4.84653,Entire home/apt,3,3.0,2.0,150.0,2,2,f,0.3,33
f,t,t,Zuid,52.34868,4.86026,Entire home/apt,2,1.0,1.0,264.0,2,2,t,0.12,26
f,t,f,De Pijp - Rivierenbuurt,52.3372,4.89616,Entire home/apt,2,2.0,2.0,220.0,3,3,f,0.12,13
f,t,t,Westerpark,52.38474,4.8787,Entire home/apt,3,1.0,2.0,299.0,2,2,f,0.7,17
f,t,t,De Baarsjes - Oud-West,52.36153,4.8505,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.05,20
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36579,4.93379,Private room,1,1.0,1.0,60.0,4,3,t,0.04,12
t,t,t,Slotervaart,52.36476,4.83557,Private room,4,1.0,4.0,129.0,2,2,f,3.82,17
f,t,f,Centrum-Oost,52.36181,4.89265,Private room,2,1.0,3.0,300.0,1,1,t,0.18,31
f,t,t,De Pijp - Rivierenbuurt,52.35441,4.89043,Entire home/apt,2,1.0,1.0,120.0,1,1,f,1.42,14
f,t,f,De Baarsjes - Oud-West,52.36012,4.85282,Entire home/apt,2,1.0,1.0,140.0,12,12,f,0.08,24
f,t,f,Bos en Lommer,52.37714,4.85665,Entire home/apt,2,1.0,1.0,110.0,2,2,f,0.57,23
f,t,t,De Baarsjes - Oud-West,52.36258,4.86692,Entire home/apt,2,1.0,1.0,119.0,2,2,t,0.63,19
t,t,t,Centrum-Oost,52.36632,4.89854,Entire home/apt,4,2.0,2.0,240.0,3,3,t,0.97,19
f,t,f,Watergraafsmeer,52.35233,4.92431,Private room,2,1.0,1.0,55.0,4,4,f,0.33,21
f,t,t,Westerpark,52.38899,4.88079,Entire home/apt,4,1.0,2.0,132.0,2,2,f,1.4,24
t,t,t,Westerpark,52.39572,4.87902,Entire home/apt,4,1.0,1.0,114.0,2,2,f,0.55,39
f,t,t,Centrum-Oost,52.36372,4.9217,Entire home/apt,4,2.0,2.0,155.0,2,2,t,0.52,21
f,t,f,Bos en Lommer,52.38242,4.85701,Entire home/apt,4,2.0,2.0,130.0,2,2,t,0.18,6
f,t,t,Watergraafsmeer,52.35481,4.92734,Entire home/apt,4,2.0,2.0,190.0,4,4,f,0.17,23
f,t,f,De Baarsjes - Oud-West,52.36526,4.87829,Entire home/apt,4,2.0,3.0,198.0,2,2,f,0.88,26
f,t,t,De Baarsjes - Oud-West,52.37051,4.87235,Entire home/apt,2,1.0,1.0,150.0,4,4,f,0.17,21
t,t,t,Oud-Oost,52.35717,4.91535,Private room,2,1.0,1.0,80.0,1,1,f,0.55,19
f,t,f,Westerpark,52.39037,4.88162,Entire home/apt,2,1.0,1.0,58.0,3,3,f,0.94,10
f,t,t,De Baarsjes - Oud-West,52.3731,4.86254,Entire home/apt,2,1.0,1.0,115.0,1,1,f,0.54,23
t,t,t,Geuzenveld - Slotermeer,52.38038,4.83622,Entire home/apt,2,1.0,1.0,90.0,3,3,f,3.67,24
f,t,t,Centrum-West,52.37198,4.87604,Entire home/apt,2,1.0,1.0,190.0,4,4,f,0.26,26
f,t,f,Slotervaart,52.35267,4.83581,Shared room,2,1.0,1.0,80.0,1,1,f,0.41,20
f,t,f,Zuid,52.35206,4.85818,Entire home/apt,2,1.0,1.0,150.0,5,5,f,0.33,14
f,t,t,Centrum-West,52.3759,4.89345,Private room,2,1.0,1.0,80.0,1,1,t,1.02,8
f,t,f,De Baarsjes - Oud-West,52.3602,4.85734,Entire home/apt,4,2.0,3.0,185.0,4,4,f,0.2,14
f,t,t,De Pijp - Rivierenbuurt,52.34502,4.90325,Private room,2,1.0,2.0,74.0,2,2,f,0.29,30
f,t,t,Westerpark,52.3888,4.8864,Entire home/apt,2,1.0,1.0,200.0,2,2,f,0.17,17
f,t,t,Bos en Lommer,52.38054,4.85593,Private room,2,1.0,2.0,50.0,1,1,f,5.92,24
f,t,t,Centrum-Oost,52.37395,4.90494,Private room,2,1.0,1.0,58.0,1,1,t,6.78,28
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36313,4.94289,Entire home/apt,2,1.0,1.0,120.0,3,3,t,0.06,30
f,t,t,Bos en Lommer,52.37897,4.8611,Entire home/apt,2,1.0,1.0,90.0,3,3,f,0.41,20
f,t,t,De Baarsjes - Oud-West,52.36705,4.86227,Entire home/apt,2,2.0,1.0,140.0,4,4,f,0.46,10
f,t,f,Westerpark,52.38109,4.8729,Private room,2,1.0,1.0,60.0,2,2,f,1.05,17
f,t,t,Bijlmer-Centrum,52.32428,4.95023,Private room,2,1.0,1.0,55.0,4,4,f,0.21,15
f,t,f,Bijlmer-Oost,52.3138,4.97477,Private room,2,1.0,1.0,40.0,3,3,f,1.0,27
f,t,f,Buitenveldert - Zuidas,52.32958,4.88251,Entire home/apt,2,2.0,2.0,150.0,7,7,t,0.33,20
f,t,f,Centrum-West,52.37675,4.87974,Entire home/apt,2,1.0,1.0,250.0,6,6,f,0.06,12
t,t,t,Zuid,52.3527,4.8491,Entire home/apt,3,2.0,2.0,92.0,2,2,f,1.23,22
f,t,t,Oud-Oost,52.36118,4.91637,Entire home/apt,4,3.0,3.0,79.0,2,2,f,0.12,14
f,t,t,Oud-Oost,52.35699,4.91323,Entire home/apt,2,1.0,1.0,110.0,2,2,t,0.29,20
t,t,f,Zuid,52.35354,4.86526,Private room,3,2.0,2.0,129.0,3,3,t,0.93,18
t,t,f,De Baarsjes - Oud-West,52.36082,4.86718,Private room,2,1.0,1.0,75.0,1,1,f,1.48,23
f,t,t,Centrum-West,52.38819,4.88958,Entire home/apt,4,1.0,2.0,179.0,2,2,f,0.8,12
f,t,t,De Baarsjes - Oud-West,52.36136,4.86273,Entire home/apt,4,2.0,3.0,202.0,1,1,f,1.2,26
f,t,f,Slotervaart,52.36106,4.82334,Entire home/apt,2,1.0,1.0,90.0,3,3,t,0.21,12
t,t,t,Oud-Noord,52.38772,4.92217,Entire home/apt,4,2.0,2.0,245.0,3,3,f,0.46,23
f,t,t,Zuid,52.35175,4.8798,Entire home/apt,2,1.0,1.0,146.0,2,2,f,0.41,14
f,t,t,Noord-Oost,52.40481,4.9306,Entire home/apt,4,3.0,3.0,225.0,2,2,f,0.21,19
f,t,t,De Baarsjes - Oud-West,52.36294,4.85311,Entire home/apt,4,2.0,2.0,251.0,2,2,f,0.51,15
f,t,f,Centrum-West,52.36809,4.89544,Entire home/apt,4,1.0,1.0,153.0,1,1,f,0.3,30
f,t,t,Oud-Oost,52.36378,4.9247,Entire home/apt,4,2.0,2.0,115.0,1,1,t,0.25,26
f,t,t,Oud-Oost,52.3623,4.92418,Entire home/apt,4,2.0,3.0,137.0,1,1,t,0.11,25
f,t,t,Oud-Oost,52.36228,4.92464,Entire home/apt,4,2.0,3.0,144.0,1,1,t,0.05,25
f,t,t,Oud-Oost,52.36396,4.92402,Entire home/apt,4,2.0,3.0,150.0,1,7,t,0.06,26
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36246,4.93488,Entire home/apt,2,1.0,1.0,150.0,3,3,f,0.37,26
f,t,f,Noord-West,52.405,4.89382,Private room,2,1.0,1.0,65.0,1,1,t,0.91,9
f,t,f,Centrum-Oost,52.36911,4.92395,Entire home/apt,2,1.0,1.0,88.0,1,3,t,0.2,26
f,t,f,Centrum-Oost,52.36887,4.92267,Entire home/apt,2,1.0,1.0,273.0,1,1,t,0.43,25
f,t,f,Centrum-Oost,52.36761,4.92418,Entire home/apt,2,1.0,1.0,93.0,1,1,t,0.33,25
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36529,4.93185,Entire home/apt,2,3.0,1.0,160.0,2,2,t,0.08,29
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36523,4.94336,Private room,2,1.0,1.0,55.0,1,1,t,1.92,19
t,t,t,De Pijp - Rivierenbuurt,52.35636,4.88857,Entire home/apt,2,1.0,1.0,95.0,2,2,f,1.22,24
f,t,f,Oud-Oost,52.3516,4.91525,Private room,2,1.0,1.0,100.0,2,2,t,0.13,9
f,t,f,Oud-Oost,52.36291,4.92754,Private room,2,1.0,1.0,95.0,2,2,t,0.41,12
f,t,t,Centrum-West,52.37621,4.89278,Private room,2,1.0,1.0,76.0,1,1,t,1.19,14
f,t,t,IJburg - Zeeburgereiland,52.35716,4.99329,Entire home/apt,3,2.0,3.0,120.0,1,1,t,0.08,12
f,t,t,Centrum-Oost,52.36287,4.9157,Entire home/apt,2,1.0,1.0,110.0,4,4,f,0.39,26
f,t,f,Centrum-West,52.38304,4.88792,Private room,2,1.0,1.0,122.0,3,3,f,0.33,20
f,t,t,De Baarsjes - Oud-West,52.35953,4.85755,Entire home/apt,4,1.0,1.0,150.0,4,4,f,0.19,15
t,t,t,De Baarsjes - Oud-West,52.36448,4.87378,Private room,3,1.0,2.0,91.0,3,3,t,3.5,36
f,t,t,Oud-Noord,52.39149,4.90301,Entire home/apt,3,1.0,2.0,138.0,2,2,t,0.83,19
f,t,f,De Baarsjes - Oud-West,52.3626,4.85755,Entire home/apt,2,1.0,1.0,179.0,2,2,f,0.51,20
f,t,f,De Pijp - Rivierenbuurt,52.35269,4.88687,Entire home/apt,2,1.0,1.0,120.0,4,4,f,0.25,22
t,t,f,Bos en Lommer,52.3802,4.86156,Entire home/apt,2,1.0,1.0,89.0,2,2,f,0.49,18
t,t,f,Westerpark,52.38325,4.87421,Entire home/apt,2,1.0,1.0,90.0,1,1,f,1.04,16
f,t,t,Buitenveldert - Zuidas,52.32504,4.86742,Entire home/apt,4,3.0,2.0,185.0,5,5,f,0.33,47
t,t,f,IJburg - Zeeburgereiland,52.35375,4.99868,Private room,2,1.0,1.0,60.0,2,2,f,2.13,30
f,t,f,Oud-Oost,52.35343,4.91887,Entire home/apt,2,1.0,1.0,119.0,4,4,f,0.13,17
f,t,t,IJburg - Zeeburgereiland,52.37224,4.96441,Entire home/apt,2,1.0,1.0,79.0,3,3,f,0.39,26
f,t,t,De Pijp - Rivierenbuurt,52.3562,4.90005,Entire home/apt,4,2.0,2.0,140.0,2,2,f,0.09,16
f,t,t,Westerpark,52.38245,4.8731,Entire home/apt,2,1.0,1.0,121.0,3,3,t,0.13,12
f,t,t,Bos en Lommer,52.38051,4.85558,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.13,19
t,t,t,Centrum-Oost,52.36677,4.89822,Entire home/apt,4,2.0,3.0,200.0,3,3,t,1.17,16
f,t,f,Centrum-Oost,52.3689,4.92434,Entire home/apt,4,1.0,2.0,144.0,1,1,t,0.05,27
f,t,f,Centrum-Oost,52.36774,4.9248,Entire home/apt,2,1.0,2.0,100.0,1,3,t,0.56,27
f,t,f,Centrum-Oost,52.36926,4.9239,Entire home/apt,2,1.0,2.0,99.0,1,3,t,0.04,28
t,t,f,Oud-Oost,52.36597,4.92714,Private room,2,1.0,2.0,89.0,2,2,t,1.41,20
f,t,f,De Pijp - Rivierenbuurt,52.35346,4.89213,Entire home/apt,4,3.0,3.0,265.0,1,1,f,0.09,11
f,t,f,Bos en Lommer,52.38495,4.8504,Entire home/apt,2,1.0,1.0,85.0,4,4,f,0.33,9
f,t,t,Bos en Lommer,52.37764,4.84364,Entire home/apt,2,1.0,2.0,228.0,2,2,t,0.17,14
f,t,f,De Baarsjes - Oud-West,52.36575,4.87122,Entire home/apt,2,1.0,1.0,160.0,1,1,f,0.17,29
f,t,f,Noord-Oost,52.3939,4.94626,Entire home/apt,4,1.0,1.0,179.0,2,2,t,1.13,23
f,t,t,Westerpark,52.37892,4.87405,Entire home/apt,2,1.0,1.0,185.0,2,2,f,0.46,17
f,t,t,De Baarsjes - Oud-West,52.37365,4.85668,Entire home/apt,7,3.0,3.0,298.0,4,4,f,0.47,16
f,t,t,Centrum-West,52.38356,4.88776,Private room,5,1.0,1.0,55.0,1,1,f,0.97,23
f,t,f,De Pijp - Rivierenbuurt,52.352,4.89625,Entire home/apt,4,2.0,2.0,185.0,2,2,f,0.67,31
f,t,t,Westerpark,52.38897,4.88787,Entire home/apt,2,1.0,1.0,98.0,1,3,t,0.76,29
f,t,t,Westerpark,52.38917,4.88886,Entire home/apt,2,1.0,2.0,121.0,1,3,t,0.15,30
f,t,t,Westerpark,52.38961,4.888,Entire home/apt,2,1.0,2.0,95.0,1,3,t,0.09,30
f,t,t,Westerpark,52.38946,4.88939,Entire home/apt,2,1.0,2.0,105.0,1,3,t,0.08,30
f,t,t,Westerpark,52.38889,4.88966,Entire home/apt,4,2.0,3.0,160.0,1,3,t,0.48,30
f,t,t,Westerpark,52.38942,4.88939,Entire home/apt,4,2.0,3.0,163.0,1,1,t,1.88,30
f,t,f,De Baarsjes - Oud-West,52.36603,4.85488,Entire home/apt,2,2.0,1.0,125.0,4,4,t,0.13,10
f,t,f,Oud-Oost,52.3552,4.91098,Entire home/apt,3,2.0,2.0,225.0,3,3,f,0.33,13
t,t,f,De Pijp - Rivierenbuurt,52.35824,4.90432,Entire home/apt,2,1.0,2.0,50.0,1,1,f,0.95,15
f,t,f,Slotervaart,52.35262,4.84127,Private room,4,2.0,2.0,120.0,1,1,f,0.17,17
f,t,f,Noord-West,52.41795,4.90281,Entire home/apt,4,2.0,2.0,180.0,5,5,f,0.09,24
f,t,t,Oud-Oost,52.35626,4.92273,Entire home/apt,2,1.0,1.0,195.0,3,3,f,0.28,35
f,t,f,De Baarsjes - Oud-West,52.36218,4.86589,Entire home/apt,4,2.0,2.0,150.0,1,1,f,0.41,11
f,t,t,Westerpark,52.38096,4.8765,Private room,2,1.0,1.0,165.0,1,1,f,0.33,11
t,t,t,De Aker - Nieuw Sloten,52.34271,4.79129,Private room,2,1.0,1.0,92.0,2,2,t,2.48,41
f,t,f,Geuzenveld - Slotermeer,52.38274,4.82992,Entire home/apt,4,3.0,3.0,123.0,3,3,f,0.33,12
f,t,t,De Pijp - Rivierenbuurt,52.35635,4.89064,Entire home/apt,7,3.0,3.0,171.0,5,5,t,0.17,15
f,t,f,Bos en Lommer,52.37412,4.85279,Private room,2,1.0,1.0,88.0,2,2,f,0.54,9
f,t,t,Slotervaart,52.36703,4.84876,Entire home/apt,2,1.0,1.0,130.0,4,4,f,0.04,14
f,t,f,Oud-Oost,52.36454,4.9263,Entire home/apt,4,2.0,2.0,160.0,1,1,t,0.79,28
f,t,f,Oud-Oost,52.36476,4.92577,Entire home/apt,2,1.0,2.0,104.0,1,5,t,0.33,26
f,t,f,Oud-Oost,52.36066,4.92997,Entire home/apt,2,1.0,1.0,154.0,1,1,t,0.14,28
t,t,t,Watergraafsmeer,52.34188,4.92073,Entire home/apt,2,1.0,2.0,75.0,1,1,f,4.03,27
f,t,t,Noord-Oost,52.37952,4.96847,Private room,3,1.0,1.0,40.0,2,2,t,0.44,8
f,t,t,Oud-Oost,52.35928,4.91337,Entire home/apt,4,1.0,2.0,125.0,2,2,t,0.66,16
t,t,f,Westerpark,52.38005,4.87847,Entire home/apt,2,1.0,2.0,104.0,2,2,t,1.36,11
f,t,t,Oud-Oost,52.3505,4.9126,Entire home/apt,2,1.0,1.0,125.0,2,2,f,0.17,22
f,t,t,De Pijp - Rivierenbuurt,52.35181,4.88937,Entire home/apt,2,1.0,1.0,177.0,2,2,t,0.3,27
f,t,t,Centrum-Oost,52.369,4.90496,Private room,2,1.0,1.0,45.0,3,3,t,3.0,17
f,t,t,De Pijp - Rivierenbuurt,52.35272,4.90364,Entire home/apt,4,1.0,2.0,250.0,3,3,f,0.21,11
f,t,t,De Pijp - Rivierenbuurt,52.34203,4.90769,Entire home/apt,2,1.0,1.0,150.0,1,1,f,0.15,8
t,t,f,IJburg - Zeeburgereiland,52.36122,4.97921,Private room,2,1.0,1.0,55.0,1,1,t,2.46,20
f,t,t,Oud-Oost,52.35557,4.91043,Entire home/apt,2,1.0,1.0,200.0,4,4,t,0.3,37
