host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,instant_bookable,reviews_per_month,amenities_number
f,t,f,Slotervaart,52.35091,4.84139,Private room,2,1.0,1.0,55.0,1,1,f,0.11,10
f,t,t,Zuid,52.35448,4.85207,Entire home/apt,2,1.0,1.0,80.0,4,4,f,0.17,7
f,t,t,Oud-Oost,52.35635,4.91935,Entire home/apt,4,2.0,1.0,189.0,1,1,f,0.09,14
f,t,t,Zuid,52.34502,4.86021,Entire home/apt,2,2.0,2.0,225.0,2,2,f,0.55,47
f,t,f,Noord-West,52.4077,4.90536,Entire home/apt,4,3.0,4.0,100.0,6,6,f,0.04,31
f,t,t,Zuid,52.34905,4.85957,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.28,11
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36331,4.93409,Entire home/apt,4,3.0,4.0,182.0,3,3,f,0.26,33
f,t,f,Oud-Noord,52.39323,4.94446,Entire home/apt,4,2.0,2.0,193.0,3,3,f,0.31,11
f,t,t,Oud-Oost,52.3588,4.92482,Entire home/apt,4,1.0,3.0,245.0,4,4,f,0.7,10
f,t,t,Zuid,52.34792,4.85553,Entire home/apt,2,1.0,1.0,103.0,6,6,f,0.51,34
f,t,t,Bos en Lommer,52.37909,4.85074,Entire home/apt,2,1.0,1.0,86.0,2,2,f,0.24,7
t,t,f,Oud-Oost,52.35232,4.9169,Entire home/apt,2,1.0,1.0,130.0,7,7,f,0.93,28
t,t,t,De Baarsjes - Oud-West,52.37007,4.87162,Entire home/apt,4,2.0,3.0,250.0,2,2,t,0.61,27
f,t,t,Centrum-West,52.37462,4.89929,Entire home/apt,4,1.0,2.0,150.0,2,2,f,0.02,9
f,t,f,De Pijp - Rivierenbuurt,52.3412,4.89766,Entire home/apt,2,1.0,1.0,130.0,3,3,f,0.09,16
f,t,t,Zuid,52.35611,4.87106,Entire home/apt,4,2.0,2.0,150.0,1,1,f,0.04,18
f,t,t,De Baarsjes - Oud-West,52.37224,4.85431,Entire home/apt,2,1.0,1.0,89.0,5,5,f,0.04,6
f,t,t,Centrum-West,52.37537,4.89123,Entire home/apt,4,2.0,2.0,153.0,2,2,t,0.87,11
f,t,t,Centrum-Oost,52.37343,4.90978,Private room,1,1.0,1.0,40.0,1,1,f,0.11,10
f,t,f,De Pijp - Rivierenbuurt,52.34595,4.89454,Entire home/apt,2,1.0,1.0,120.0,2,2,t,0.41,1
f,t,f,De Pijp - Rivierenbuurt,52.34247,4.90965,Entire home/apt,4,2.0,2.0,200.0,5,5,f,0.33,9
f,t,t,De Pijp - Rivierenbuurt,52.35304,4.89918,Entire home/apt,3,1.0,1.0,150.0,2,2,f,0.16,13
f,t,t,Oud-Oost,52.36211,4.92533,Entire home/apt,4,2.0,2.0,160.0,2,2,f,0.1,10
t,t,f,Slotervaart,52.36452,4.84949,Private room,2,1.0,1.0,141.0,4,4,f,0.68,20
f,t,t,Bos en Lommer,52.38055,4.85035,Entire home/apt,2,1.0,1.0,99.0,2,2,f,0.17,11
f,t,t,Centrum-West,52.36672,4.89366,Entire home/apt,4,2.0,4.0,239.0,7,7,t,1.77,18
f,t,t,De Baarsjes - Oud-West,52.35936,4.85483,Entire home/apt,4,2.0,4.0,180.0,3,3,f,0.69,25
f,t,t,Centrum-West,52.36652,4.89285,Entire home/apt,4,2.0,3.0,240.0,7,7,t,1.54,23
f,t,t,De Baarsjes - Oud-West,52.37285,4.85738,Entire home/apt,4,2.0,2.0,171.0,2,2,f,1.3,21
f,t,t,IJburg - Zeeburgereiland,52.35381,4.99479,Entire home/apt,5,4.0,5.0,188.0,14,14,f,0.33,14
f,t,t,Bijlmer-Oost,52.32484,4.98248,Entire home/apt,4,2.0,4.0,120.0,5,5,f,0.33,21
f,t,f,De Baarsjes - Oud-West,52.36302,4.86416,Entire home/apt,2,1.0,1.0,122.0,3,3,f,0.33,11
f,t,t,Geuzenveld - Slotermeer,52.38139,4.79347,Entire home/apt,4,2.0,6.0,90.0,1,1,f,0.24,24
f,t,t,Slotervaart,52.35343,4.82941,Private room,2,1.0,1.0,44.0,1,1,f,0.04,13
f,t,t,Zuid,52.34928,4.87792,Entire home/apt,4,4.0,4.0,250.0,3,3,f,0.57,26
f,t,f,Slotervaart,52.36654,4.84004,Entire home/apt,4,2.0,2.0,77.0,5,5,f,0.02,9
f,t,t,Centrum-West,52.37523,4.88041,Entire home/apt,4,2.0,2.0,240.0,2,2,f,0.31,29
f,t,t,De Pijp - Rivierenbuurt,52.35013,4.88964,Entire home/apt,4,2.0,2.0,185.0,2,2,f,0.06,17
f,t,t,Zuid,52.35518,4.881,Private room,1,1.0,1.0,55.0,1,1,t,4.46,29
t,t,t,De Pijp - Rivierenbuurt,52.34489,4.89318,Private room,4,2.0,4.0,60.0,2,2,f,2.39,36
f,t,t,Bos en Lommer,52.38336,4.8528,Entire home/apt,2,1.0,1.0,80.0,3,3,f,0.24,10
f,t,t,Centrum-West,52.37855,4.88156,Private room,2,1.0,2.0,95.0,12,12,t,1.99,23
f,t,t,Bijlmer-Centrum,52.32226,4.95565,Entire home/apt,2,1.0,1.0,58.0,1,1,f,0.07,6
f,t,f,Westerpark,52.38185,4.86982,Entire home/apt,4,1.0,1.0,140.0,14,14,f,1.08,37
f,t,f,Centrum-Oost,52.37365,4.90344,Entire home/apt,3,1.0,2.0,160.0,2,2,f,0.57,17
f,t,t,De Pijp - Rivierenbuurt,52.35283,4.8987,Entire home/apt,3,1.0,1.0,112.0,1,1,t,0.3,9
f,t,t,Noord-West,52.41351,4.90757,Entire home/apt,4,3.0,4.0,179.0,2,2,f,1.74,17
f,t,f,Watergraafsmeer,52.33863,4.91938,Entire home/apt,2,1.0,2.0,74.0,3,3,t,0.6,21
f,t,t,De Baarsjes - Oud-West,52.36936,4.87035,Private room,2,1.0,1.0,111.0,1,1,f,0.02,7
f,t,t,Centrum-Oost,52.37407,4.90637,Entire home/apt,2,1.0,1.0,122.0,3,3,f,0.09,13
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36066,4.94405,Entire home/apt,3,1.0,1.0,149.0,3,3,t,0.09,25
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36069,4.93613,Entire home/apt,4,2.0,2.0,226.0,3,3,f,0.08,25
f,t,t,De Pijp - Rivierenbuurt,52.35705,4.89271,Entire home/apt,2,1.0,1.0,100.0,2,2,f,1.17,19
f,t,t,Oud-Oost,52.3502,4.91338,Entire home/apt,2,1.0,1.0,149.0,3,3,f,0.8,23
f,t,t,De Baarsjes - Oud-West,52.36624,4.86715,Entire home/apt,2,1.0,2.0,119.0,2,2,f,0.37,21
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36448,4.93489,Entire home/apt,2,1.0,1.0,59.0,10,10,f,0.11,17
f,t,f,Bos en Lommer,52.37404,4.84706,Entire home/apt,2,2.0,1.0,75.0,2,2,t,0.06,22
f,t,t,De Baarsjes - Oud-West,52.36682,4.87504,Entire home/apt,2,1.0,1.0,116.0,3,3,f,0.46,23
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36055,4.93528,Entire home/apt,2,1.0,1.0,90.0,2,2,t,0.67,18
t,t,t,Watergraafsmeer,52.33997,4.92058,Entire home/apt,2,1.0,1.0,69.0,2,2,t,0.86,29
f,t,t,Oud-Oost,52.35667,4.90833,Entire home/apt,4,2.0,2.0,175.0,1,1,f,0.09,17
f,t,t,Bos en Lommer,52.37702,4.86141,Entire home/apt,2,1.0,1.0,98.0,4,4,f,0.05,13
f,t,t,Zuid,52.34739,4.86028,Entire home/apt,2,1.0,1.0,75.0,3,3,f,0.15,18
f,t,t,De Baarsjes - Oud-West,52.35968,4.85461,Private room,2,1.0,1.0,85.0,2,2,f,1.31,12
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36311,4.93497,Entire home/apt,3,2.0,2.0,100.0,2,2,f,0.44,28
f,t,f,Watergraafsmeer,52.35182,4.9431,Entire home/apt,2,1.0,2.0,83.0,4,4,f,1.08,12
f,t,t,De Baarsjes - Oud-West,52.37194,4.86576,Entire home/apt,3,1.0,3.0,147.0,1,1,f,0.31,27
f,t,t,Noord-West,52.42343,4.885,Private room,2,1.0,1.0,70.0,2,2,f,2.43,15
f,t,f,De Pijp - Rivierenbuurt,52.33812,4.89532,Entire home/apt,4,4.0,5.0,150.0,2,2,f,0.02,16
f,t,f,De Pijp - Rivierenbuurt,52.3544,4.89487,Entire home/apt,4,3.0,3.0,164.0,3,3,f,0.13,10
f,t,f,Oud-Oost,52.35695,4.91176,Entire home/apt,2,1.0,1.0,90.0,3,3,f,0.2,11
f,t,f,Centrum-West,52.37278,4.88201,Entire home/apt,2,1.0,2.0,95.0,2,2,f,0.06,7
f,t,t,De Baarsjes - Oud-West,52.37254,4.85461,Entire home/apt,2,1.0,1.0,120.0,4,4,f,0.4,30
f,t,t,Slotervaart,52.36461,4.83752,Entire home/apt,4,2.0,2.0,175.0,3,3,f,0.42,20
f,t,f,Westerpark,52.38286,4.87205,Entire home/apt,4,2.0,2.0,199.0,6,6,f,0.26,36
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36244,4.93856,Entire home/apt,4,2.0,2.0,180.0,1,1,f,0.6,21
t,t,f,Noord-West,52.42426,4.89153,Private room,2,1.0,1.0,85.0,1,1,f,1.39,5
f,t,t,Buitenveldert - Zuidas,52.32445,4.86037,Entire home/apt,4,4.0,5.0,208.0,4,4,f,0.27,31
f,t,t,Westerpark,52.38123,4.86877,Entire home/apt,4,1.0,2.0,95.0,6,6,f,0.79,27
f,t,t,Bos en Lommer,52.37746,4.85873,Entire home/apt,4,3.0,1.0,160.0,3,3,f,0.12,21
f,t,t,De Pijp - Rivierenbuurt,52.34441,4.90788,Entire home/apt,4,2.0,2.0,259.0,2,2,f,0.46,11
t,t,t,Centrum-Oost,52.37215,4.92709,Private room,2,1.0,2.0,75.0,2,2,f,2.08,22
f,t,t,De Pijp - Rivierenbuurt,52.35393,4.9033,Entire home/apt,4,1.0,2.0,200.0,2,2,f,0.5,15
f,t,t,Westerpark,52.38479,4.87401,Entire home/apt,2,1.0,1.0,69.0,1,1,t,3.5,11
f,t,f,De Baarsjes - Oud-West,52.36213,4.86432,Entire home/apt,4,2.0,4.0,115.0,5,5,f,0.02,15
f,t,f,Bos en Lommer,52.37632,4.85889,Entire home/apt,4,2.0,2.0,126.0,14,14,f,0.07,7
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36406,4.93347,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.33,8
f,t,f,Zuid,52.3535,4.8526,Entire home/apt,2,1.0,1.0,99.0,2,2,f,0.33,14
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36232,4.93439,Entire home/apt,2,1.0,1.0,156.0,3,3,f,0.15,11
f,t,f,IJburg - Zeeburgereiland,52.35203,5.00566,Entire home/apt,4,2.0,3.0,123.0,3,3,f,0.16,10
f,t,f,Noord-Oost,52.38301,4.96249,Entire home/apt,4,5.0,6.0,130.0,3,3,t,0.04,9
f,t,f,Noord-Oost,52.38069,4.97033,Entire home/apt,2,1.0,1.0,193.0,3,3,f,0.18,1
f,t,t,Westerpark,52.37835,4.8706,Entire home/apt,2,1.0,1.0,70.0,2,2,t,0.08,13
f,t,f,Bos en Lommer,52.37777,4.85433,Entire home/apt,2,1.0,1.0,100.0,5,5,f,0.38,18
f,t,f,Slotervaart,52.35469,4.8333,Entire home/apt,2,1.0,1.0,97.0,1,1,t,0.46,1
f,t,f,Watergraafsmeer,52.3395,4.94524,Entire home/apt,2,2.0,2.0,90.0,5,5,f,0.26,22
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36393,4.93536,Entire home/apt,2,1.0,1.0,125.0,4,4,f,0.33,14
f,t,f,Centrum-West,52.378,4.87979,Entire home/apt,4,3.0,4.0,281.0,4,4,f,0.06,13
f,t,t,Oostelijk Havengebied - Indische Buurt,52.35956,4.9449,Entire home/apt,2,1.0,1.0,110.0,1,1,f,0.04,12
f,t,t,Watergraafsmeer,52.33938,4.91968,Entire home/apt,2,1.0,1.0,70.0,1,1,f,0.66,19
f,t,t,De Baarsjes - Oud-West,52.37228,4.86549,Entire home/apt,2,1.0,1.0,97.0,2,2,f,0.35,13
f,t,t,De Baarsjes - Oud-West,52.36098,4.85497,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.19,12
f,t,t,De Baarsjes - Oud-West,52.36495,4.85293,Entire home/apt,4,2.0,1.0,185.0,1,1,f,0.37,22
f,t,t,Bos en Lommer,52.38056,4.85667,Entire home/apt,2,1.0,2.0,95.0,2,2,f,0.57,17
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36336,4.93299,Entire home/apt,2,1.0,1.0,101.0,6,6,f,0.17,12
f,t,t,De Pijp - Rivierenbuurt,52.35143,4.88929,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.11,14
f,t,t,Zuid,52.35224,4.87839,Private room,2,1.0,1.0,50.0,3,3,f,0.27,15
t,t,f,Oud-Oost,52.36131,4.92667,Entire home/apt,2,1.0,1.0,95.0,1,1,f,1.12,28
f,t,t,Westerpark,52.37917,4.87734,Entire home/apt,2,1.0,1.0,149.0,2,2,f,0.07,14
f,t,t,De Baarsjes - Oud-West,52.36129,4.85985,Entire home/apt,2,1.0,1.0,119.0,2,2,f,0.1,13
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36096,4.93409,Entire home/apt,4,3.0,3.0,140.0,1,1,t,0.12,15
f,t,t,De Baarsjes - Oud-West,52.36818,4.86722,Entire home/apt,4,2.0,2.0,210.0,3,3,f,0.93,28
f,t,f,Centrum-West,52.38138,4.89113,Entire home/apt,4,2.0,2.0,180.0,7,7,f,0.33,12
f,t,f,Zuid,52.3515,4.8492,Entire home/apt,2,1.0,1.0,145.0,2,2,t,0.19,21
f,t,t,Centrum-West,52.38049,4.88624,Private room,2,1.0,1.0,100.0,3,3,f,4.11,20
f,f,f,Westerpark,52.37994,4.87533,Entire home/apt,2,1.0,1.0,120.0,2,2,t,0.06,5
f,t,t,De Baarsjes - Oud-West,52.36354,4.87661,Private room,2,1.0,2.0,135.0,1,1,f,0.33,8
f,t,t,De Pijp - Rivierenbuurt,52.34326,4.89282,Entire home/apt,2,1.0,1.0,135.0,3,3,f,0.51,26
f,t,t,De Baarsjes - Oud-West,52.36405,4.87584,Private room,2,1.0,1.0,50.0,1,1,f,0.04,10
f,t,f,Centrum-Oost,52.36195,4.89482,Entire home/apt,2,1.0,1.0,104.0,3,3,f,0.5,13
f,t,t,Watergraafsmeer,52.35091,4.92436,Entire home/apt,2,1.0,2.0,76.0,1,1,f,0.06,6
f,t,t,Westerpark,52.37886,4.87429,Entire home/apt,2,1.0,1.0,79.0,2,2,t,0.15,11
f,t,f,Westerpark,52.38072,4.86858,Entire home/apt,2,1.0,1.0,110.0,4,4,f,0.41,16
t,t,t,De Baarsjes - Oud-West,52.37415,4.86422,Entire home/apt,2,1.0,1.0,110.0,3,3,f,0.75,10
t,t,t,Noord-Oost,52.40697,4.93238,Entire home/apt,5,4.0,4.0,232.0,1,1,f,0.89,35
f,t,t,Zuid,52.35063,4.84941,Entire home/apt,2,1.0,1.0,75.0,3,3,f,0.99,23
f,t,t,De Pijp - Rivierenbuurt,52.3554,4.88806,Entire home/apt,2,1.0,1.0,119.0,2,2,f,0.6,16
f,t,t,Oostelijk Havengebied - Indische Buurt,52.37188,4.94516,Entire home/apt,4,2.0,2.0,80.0,4,4,f,0.33,15
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36253,4.93653,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.02,21
f,t,f,Westerpark,52.38402,4.88014,Entire home/apt,4,2.0,4.0,125.0,2,2,f,0.66,9
t,t,f,Noord-Oost,52.40666,4.93248,Entire home/apt,4,4.0,4.0,130.0,2,2,t,0.78,33
f,t,f,Westerpark,52.39005,4.877,Entire home/apt,2,1.0,1.0,100.0,1,1,f,0.33,10
f,t,f,De Pijp - Rivierenbuurt,52.34523,4.91239,Entire home/apt,4,2.0,2.0,100.0,2,2,f,0.09,14
f,t,t,De Baarsjes - Oud-West,52.35848,4.8588,Entire home/apt,4,2.0,3.0,73.0,2,2,f,0.57,23
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36254,4.93693,Entire home/apt,2,1.0,1.0,99.0,3,3,f,0.26,29
f,t,f,De Pijp - Rivierenbuurt,52.35882,4.88827,Entire home/apt,2,1.0,1.0,160.0,4,4,f,0.05,21
f,t,f,De Baarsjes - Oud-West,52.36083,4.85472,Entire home/apt,2,1.0,1.0,165.0,5,5,f,0.26,14
f,t,t,Watergraafsmeer,52.35349,4.94198,Entire home/apt,6,4.0,6.0,150.0,1,1,f,0.33,15
f,t,t,Watergraafsmeer,52.34022,4.94716,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.59,30
f,t,f,De Baarsjes - Oud-West,52.36284,4.8782,Entire home/apt,3,2.0,2.0,84.0,2,2,f,0.02,12
f,t,f,Centrum-West,52.38044,4.88454,Entire home/apt,2,1.0,1.0,100.0,14,14,t,0.33,10
f,t,f,Slotervaart,52.36259,4.84452,Entire home/apt,6,2.0,3.0,160.0,3,3,f,0.04,14
f,t,t,Oud-Oost,52.35598,4.91005,Entire home/apt,2,1.0,1.0,150.0,5,5,f,0.08,20
f,t,t,Centrum-West,52.37125,4.88573,Entire home/apt,2,1.0,1.0,180.0,5,5,f,0.04,13
f,t,f,De Baarsjes - Oud-West,52.36575,4.8746,Entire home/apt,4,3.0,3.0,190.0,2,2,f,0.07,17
f,t,f,Westerpark,52.37978,4.87483,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.06,10
f,t,t,Slotervaart,52.36382,4.8399,Entire home/apt,2,1.0,1.0,75.0,3,3,f,0.28,14
t,t,t,De Aker - Nieuw Sloten,52.35018,4.78235,Entire home/apt,4,2.0,2.0,135.0,3,3,f,0.37,43
f,t,t,De Baarsjes - Oud-West,52.36259,4.85659,Private room,2,1.0,1.0,100.0,1,1,f,0.06,8
f,t,t,De Baarsjes - Oud-West,52.36321,4.86424,Private room,2,1.0,1.0,80.0,1,1,f,0.33,2
f,t,f,Oud-Oost,52.35041,4.91457,Entire home/apt,4,2.0,3.0,149.0,2,2,f,0.02,14
f,t,t,De Pijp - Rivierenbuurt,52.35818,4.90153,Entire home/apt,1,1.0,1.0,35.0,21,21,f,0.04,16
f,t,f,Centrum-West,52.38014,4.88974,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.02,11
f,t,t,De Baarsjes - Oud-West,52.36692,4.85522,Entire home/apt,4,3.0,3.0,128.0,2,2,f,0.33,28
f,t,t,Bijlmer-Centrum,52.32496,4.94957,Entire home/apt,3,1.0,1.0,83.0,1,1,f,0.04,12
f,t,t,De Baarsjes - Oud-West,52.37326,4.86213,Entire home/apt,2,1.0,1.0,149.0,2,2,f,0.91,27
f,t,f,Oud-Oost,52.35083,4.9148,Entire home/apt,2,1.0,1.0,75.0,2,2,f,0.19,13
f,t,t,Bos en Lommer,52.38079,4.85479,Entire home/apt,2,1.0,1.0,83.0,3,3,t,0.11,19
f,t,f,De Baarsjes - Oud-West,52.36787,4.87473,Entire home/apt,4,2.0,2.0,270.0,2,2,f,0.33,11
f,t,t,De Baarsjes - Oud-West,52.35996,4.86077,Shared room,3,1.0,1.0,70.0,1,1,f,0.33,10
f,t,t,Bos en Lommer,52.3751,4.85984,Entire home/apt,2,1.0,1.0,70.0,1,1,f,0.02,10
f,t,t,Centrum-West,52.37848,4.88545,Entire home/apt,3,2.0,2.0,210.0,3,3,f,0.44,28
f,t,t,De Pijp - Rivierenbuurt,52.3563,4.90389,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.11,12
f,t,t,Oud-Oost,52.35674,4.91527,Entire home/apt,4,1.0,1.0,236.0,5,5,f,1.01,25
t,t,t,IJburg - Zeeburgereiland,52.36376,4.98597,Private room,2,1.0,1.0,150.0,1,1,f,5.45,22
f,t,t,Oud-Noord,52.39163,4.90897,Entire home/apt,4,1.0,1.0,200.0,2,2,f,0.35,21
f,t,t,Bos en Lommer,52.3747,4.84397,Entire home/apt,4,1.0,3.0,89.0,2,2,f,0.2,20
f,t,t,De Baarsjes - Oud-West,52.36205,4.85044,Entire home/apt,2,1.0,1.0,110.0,3,3,f,0.04,15
f,t,t,De Pijp - Rivierenbuurt,52.3562,4.88737,Entire home/apt,2,1.0,2.0,100.0,3,3,f,3.85,24
f,t,t,Centrum-West,52.36615,4.88391,Entire home/apt,2,1.0,1.0,243.0,3,3,f,0.59,19
f,t,f,Westerpark,52.37439,4.86969,Entire home/apt,4,2.0,2.0,180.0,1,1,f,0.09,9
f,t,t,Oud-Oost,52.35253,4.91848,Entire home/apt,4,2.0,4.0,125.0,4,4,f,0.24,33
f,t,f,De Baarsjes - Oud-West,52.37246,4.85455,Entire home/apt,2,1.0,1.0,110.0,1,1,f,0.11,13
f,t,f,De Pijp - Rivierenbuurt,52.34365,4.902,Entire home/apt,4,4.0,4.0,149.0,2,2,f,0.33,12
f,t,f,De Pijp - Rivierenbuurt,52.35397,4.90405,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.06,11
f,t,t,Westerpark,52.3805,4.87166,Entire home/apt,2,1.0,1.0,120.0,4,4,t,0.39,20
f,t,t,IJburg - Zeeburgereiland,52.35516,4.98967,Entire home/apt,4,2.0,2.0,185.0,3,3,t,0.08,12
f,t,t,Oud-Oost,52.35692,4.92151,Entire home/apt,2,1.0,1.0,100.0,4,4,f,0.59,13
f,t,t,De Baarsjes - Oud-West,52.36555,4.8674,Entire home/apt,3,1.0,2.0,120.0,2,2,f,0.81,23
t,t,t,Centrum-Oost,52.363,4.90719,Hotel room,2,1.0,1.0,77.0,1,1,t,0.33,24
f,t,f,Centrum-Oost,52.35955,4.89835,Entire home/apt,2,1.0,1.0,100.0,1,1,f,0.02,16
t,t,t,Centrum-Oost,52.363,4.90586,Hotel room,2,1.0,1.0,119.0,1,1,t,2.68,33
f,t,f,Watergraafsmeer,52.35375,4.9269,Entire home/apt,4,3.0,5.0,105.0,2,2,f,0.3,18
f,t,t,Westerpark,52.3756,4.87307,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.02,15
f,t,t,Westerpark,52.38083,4.86887,Entire home/apt,2,1.0,1.0,90.0,4,4,f,0.33,5
f,t,t,Centrum-West,52.38752,4.88715,Entire home/apt,2,1.0,1.0,110.0,3,3,f,0.31,30
f,t,f,Westerpark,52.37509,4.87455,Private room,3,1.0,1.0,120.0,1,1,f,0.02,6
f,t,t,Centrum-West,52.37426,4.89926,Private room,2,1.0,2.0,103.0,2,2,f,1.98,18
f,t,f,Oud-Noord,52.3922,4.94126,Entire home/apt,4,3.0,3.0,225.0,3,3,f,0.33,11
f,t,t,De Baarsjes - Oud-West,52.3605,4.85732,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.06,12
f,t,f,Westerpark,52.38871,4.88838,Entire home/apt,2,1.0,1.0,129.0,2,2,f,0.02,11
t,t,t,De Pijp - Rivierenbuurt,52.35673,4.89801,Entire home/apt,3,1.0,2.0,120.0,3,3,f,0.98,14
f,t,f,Centrum-West,52.37772,4.89716,Entire home/apt,2,1.0,2.0,200.0,3,3,f,0.33,13
f,t,f,IJburg - Zeeburgereiland,52.35195,5.00249,Entire home/apt,4,3.0,4.0,120.0,2,2,f,0.08,15
f,t,t,De Baarsjes - Oud-West,52.36522,4.85321,Entire home/apt,2,1.0,1.0,95.0,1,1,f,0.1,15
f,t,t,De Pijp - Rivierenbuurt,52.35653,4.89946,Entire home/apt,6,3.0,3.0,245.0,2,2,f,0.26,14
f,t,t,De Pijp - Rivierenbuurt,52.35441,4.88747,Entire home/apt,2,1.0,1.0,180.0,5,5,f,0.14,28
t,t,t,De Pijp - Rivierenbuurt,52.34789,4.89946,Private room,4,1.0,2.0,70.0,2,2,f,4.57,31
f,t,f,Centrum-Oost,52.36653,4.89701,Entire home/apt,3,1.0,2.0,100.0,3,3,f,0.02,9
f,t,t,Centrum-Oost,52.37029,4.9103,Entire home/apt,4,2.0,2.0,149.0,3,3,f,0.04,19
f,t,t,Centrum-Oost,52.37179,4.92179,Private room,2,1.0,1.0,102.0,2,2,f,0.76,14
f,t,t,De Baarsjes - Oud-West,52.37072,4.86408,Entire home/apt,2,1.0,1.0,90.0,1,1,t,0.24,25
f,t,f,Centrum-Oost,52.36144,4.90965,Private room,2,1.0,1.0,80.0,3,3,f,0.68,7
f,t,f,IJburg - Zeeburgereiland,52.34633,5.00947,Entire home/apt,4,3.0,3.0,180.0,3,3,f,0.2,30
f,t,f,Buitenveldert - Zuidas,52.33563,4.87376,Entire home/apt,3,1.0,2.0,80.0,5,5,f,0.33,10
f,t,t,Oud-Oost,52.3566,4.92457,Entire home/apt,6,2.0,6.0,111.0,1,1,f,0.33,10
f,t,t,Centrum-West,52.37426,4.89926,Private room,4,1.0,4.0,204.0,1,1,f,1.41,17
f,t,t,Oud-Noord,52.39725,4.92238,Entire home/apt,6,4.0,4.0,285.0,5,5,t,0.33,17
f,t,t,Centrum-West,52.37426,4.89926,Private room,3,1.0,3.0,153.0,1,1,f,1.46,15
f,t,t,Centrum-West,52.37426,4.89926,Private room,1,1.0,1.0,73.0,1,1,f,2.96,18
f,t,t,De Pijp - Rivierenbuurt,52.3509,4.89127,Entire home/apt,3,1.0,2.0,125.0,2,2,f,0.29,20
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36148,4.93673,Entire home/apt,2,1.0,1.0,90.0,2,2,f,0.05,21
f,t,f,De Baarsjes - Oud-West,52.37355,4.86363,Entire home/apt,4,2.0,2.0,200.0,4,4,f,0.11,8
f,t,t,De Baarsjes - Oud-West,52.35864,4.86011,Entire home/apt,6,3.0,6.0,299.0,2,2,f,0.15,8
f,t,t,De Pijp - Rivierenbuurt,52.35473,4.89072,Entire home/apt,2,1.0,1.0,115.0,3,3,f,1.02,14
f,t,f,Oud-Noord,52.3882,4.93195,Entire home/apt,2,1.0,2.0,120.0,1,1,t,1.43,16
f,t,t,Zuid,52.3537,4.84795,Entire home/apt,2,2.0,2.0,125.0,4,4,f,0.35,10
t,t,t,Bos en Lommer,52.38253,4.841,Entire home/apt,4,2.0,4.0,300.0,2,2,t,0.96,20
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36535,4.94065,Entire home/apt,2,2.0,2.0,125.0,14,14,f,0.46,14
f,t,t,De Baarsjes - Oud-West,52.36537,4.87569,Entire home/apt,4,3.0,3.0,110.0,2,2,f,0.44,25
f,t,t,Zuid,52.3445,4.86222,Entire home/apt,3,2.0,2.0,180.0,3,3,t,0.02,13
f,t,f,Centrum-West,52.37874,4.88327,Entire home/apt,2,1.0,1.0,110.0,3,3,f,0.42,22
f,t,t,De Aker - Nieuw Sloten,52.34919,4.78744,Entire home/apt,6,3.0,6.0,180.0,3,3,f,0.33,14
f,t,t,Zuid,52.35175,4.85063,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.02,8
f,t,t,Buitenveldert - Zuidas,52.32678,4.87421,Private room,1,1.0,1.0,50.0,1,1,f,0.04,11
f,t,f,Centrum-West,52.38569,4.88917,Entire home/apt,2,1.0,1.0,71.0,2,2,f,0.98,20
f,t,t,De Baarsjes - Oud-West,52.36607,4.86502,Entire home/apt,2,2.0,1.0,250.0,1,1,f,0.03,13
f,t,f,Oud-Oost,52.35453,4.91608,Entire home/apt,2,1.0,1.0,70.0,4,4,f,0.31,24
t,t,f,Zuid,52.34021,4.84564,Entire home/apt,2,1.0,1.0,170.0,3,3,f,1.07,33
